,locality,Postcode,Median 2013,Median 2014,Median 2015,Median 2016,Median 2017,Median 2018,Median 2019,Median 2020,Median 2021,Median 2022
0,Abbotsford,3067,792500.0,862500.0,925000.0,1187500.0,1280000.0,1192500.0,1050000.0,1200000.0,1375000.0,1517500.0
1,Aberfeldie,3040,947500.0,1045000.0,1207500.0,1300000.0,1471000.0,1498500.0,1390000.0,1520000.0,1880500.0,1575000.0
2,Aintree,3336,,,600000.0,600000.0,571000.0,557500.0,575000.0,640000.0,719000.0,760000.0
3,Aireys Inlet,3231,664000.0,625500.0,680000.0,715000.0,737500.0,869000.0,985000.0,1132500.0,1775000.0,1750000.0
4,Airport West,3042,532000.0,575000.0,635000.0,742000.0,845000.0,845000.0,795000.0,812500.0,960000.0,919500.0
5,Albanvale,3021,313000.0,328000.0,345000.0,439000.0,526500.0,546000.0,512000.0,545000.0,610000.0,605000.0
6,Albert Park,3206,1360000.0,1503000.0,1700000.0,1775000.0,2150000.0,2070000.0,1990000.0,1895000.0,2300000.0,2076000.0
7,Albion,3020,379000.0,432000.0,481000.0,593000.0,730000.0,755000.0,675000.0,727500.0,830000.0,785000.0
8,Alexandra,3714,261000.0,247500.0,285000.0,275000.0,291500.0,335000.0,325000.0,380000.0,440000.0,545000.0
9,Alfredton,3350,361500.0,362000.0,340500.0,375000.0,412500.0,439000.0,480000.0,512000.0,605000.0,700000.0
10,Allansford,3277,310000.0,242500.0,259000.0,275000.0,280000.0,245000.0,300000.0,371000.0,441500.0,629000.0
11,Alphington,3078,1080000.0,1029000.0,1296500.0,1272500.0,1560000.0,1612500.0,1460000.0,1865000.0,2290000.0,1990000.0
12,Altona,3018,575000.0,646500.0,718000.0,829000.0,950000.0,932500.0,890000.0,917000.0,1160000.0,1018000.0
13,Altona East,3025,561000.0,603000.0,650000.0,795000.0,885000.0,902000.0,855000.0,870000.0,1015000.0,1095000.0
14,Altona Meadows,3028,390000.0,413000.0,440000.0,495000.0,625000.0,631500.0,617500.0,640000.0,720000.0,750000.0
15,Altona North,3025,510000.0,555000.0,645000.0,726000.0,828000.0,830000.0,780000.0,830000.0,960000.0,920000.0
16,Anglesea,3230,550000.0,612500.0,635000.0,652500.0,788000.0,870000.0,915000.0,1100000.0,1440000.0,1712500.0
17,Apollo Bay,3233,450000.0,457500.0,435000.0,480000.0,545000.0,555000.0,600000.0,710000.0,914500.0,1160000.0
18,Ararat,3377,180000.0,200000.0,210000.0,204500.0,199000.0,199000.0,215000.0,244000.0,313000.0,340000.0
19,Ardeer,3022,330000.0,360000.0,381500.0,517500.0,595000.0,629000.0,572000.0,615000.0,719000.0,737500.0
20,Armadale,3143,1675000.0,1750000.0,2172500.0,2364000.0,2300000.0,2341500.0,2490000.0,2575000.0,2585000.0,2721000.0
21,Armstrong Creek,3217,467500.0,441500.0,440000.0,450000.0,471000.0,535000.0,529500.0,547000.0,660000.0,721000.0
22,Ascot (Greater Bendigo),Unknown,349500.0,344500.0,349000.0,370000.0,358000.0,380000.0,415500.0,470000.0,562500.0,555000.0
23,Ascot Vale,3032,735000.0,810000.0,885000.0,1010000.0,1185000.0,1197500.0,1098500.0,1270000.0,1315000.0,1270000.0
24,Ashburton,3147,1000000.0,1200000.0,1435000.0,1567500.0,1812500.0,1712500.0,1641500.0,1600000.0,2000000.0,2225000.0
25,Ashwood,3147,775000.0,888000.0,1140000.0,1230000.0,1359000.0,1210000.0,1100000.0,1250500.0,1442500.0,1410000.0
26,Aspendale,3195,620000.0,690000.0,795500.0,891000.0,1125000.0,980000.0,988000.0,1120000.0,1300000.0,1350000.0
27,Aspendale Gardens,3195,586500.0,632000.0,715000.0,775000.0,882500.0,935000.0,844000.0,970000.0,1131000.0,1157000.0
28,Attwood,3049,540000.0,515000.0,620000.0,660000.0,742500.0,750000.0,767500.0,750000.0,970000.0,703000.0
29,Avenel,3664,231000.0,302000.0,245000.0,250000.0,355000.0,349000.0,370000.0,450000.0,455000.0,515000.0
30,Avoca,3467,182500.0,180000.0,182500.0,165000.0,212500.0,220000.0,219500.0,290000.0,325000.0,375000.0
31,Avondale Heights,3034,532500.0,560000.0,650000.0,750000.0,845500.0,830000.0,810000.0,842500.0,970000.0,990000.0
32,Avonsleigh,3782,420000.0,355000.0,397500.0,501000.0,562000.0,540000.0,532500.0,615000.0,752500.0,705000.0
33,Bacchus Marsh,3340,335500.0,348000.0,355000.0,376000.0,415500.0,480000.0,500000.0,520000.0,596500.0,620000.0
34,Badger Creek,3777,315000.0,325000.0,345000.0,379000.0,465000.0,500000.0,498000.0,550000.0,665000.0,700000.0
35,Bairnsdale,3875,235000.0,244000.0,246500.0,255000.0,272500.0,279000.0,274000.0,290000.0,350000.0,425000.0
36,Balaclava,3183,860500.0,942000.0,1100000.0,1242500.0,1385500.0,1196000.0,1350000.0,1390000.0,1550000.0,1660000.0
37,Balcombe,Unknown,712500.0,737000.0,871000.0,950000.0,1100000.0,1240000.0,1125000.0,1300000.0,1750000.0,1852500.0
38,Ballan,3342,352000.0,330000.0,359000.0,370000.0,417000.0,462000.0,450000.0,505000.0,603500.0,661000.0
39,Ballarat Central,3350,322000.0,327500.0,353000.0,385000.0,430000.0,447500.0,515000.0,560000.0,700000.0,710000.0
40,Ballarat East,3350,265000.0,265000.0,275000.0,295000.0,310000.0,340000.0,360000.0,398000.0,487500.0,540000.0
41,Ballarat North,3350,296000.0,312000.0,315000.0,339500.0,346500.0,389000.0,415000.0,425000.0,566500.0,635000.0
42,Balnarring,3926,525000.0,544000.0,595000.0,670000.0,815000.0,814500.0,825000.0,938500.0,1275000.0,1306500.0
43,Balnarring Beach,3926,750000.0,700000.0,887500.0,904000.0,890000.0,1115000.0,1275000.0,1250000.0,1570000.0,1847500.0
44,Balwyn,3103,1530000.0,1780000.0,2210000.0,2180000.0,2340000.0,2420000.0,2385000.0,2260000.0,2750000.0,2716500.0
45,Balwyn North,3104,1240000.0,1452000.0,1850000.0,1800000.0,1950000.0,1810000.0,1720000.0,1887500.0,2255500.0,1976500.0
46,Bandiana,3691,339000.0,355000.0,377500.0,370000.0,375000.0,390000.0,374000.0,380000.0,447000.0,449500.0
47,Bannockburn,3331,370000.0,405000.0,393000.0,382000.0,430000.0,487500.0,530000.0,555000.0,680000.0,720000.0
48,Baranduda,3691,345000.0,330000.0,323000.0,350000.0,350000.0,403500.0,395000.0,430500.0,487000.0,683000.0
49,Barnawartha,3688,245000.0,220000.0,305000.0,245000.0,312000.0,280000.0,316000.0,345000.0,358500.0,405000.0
50,Barwon Heads,3227,742500.0,715000.0,775000.0,842500.0,916000.0,965000.0,1023000.0,1285000.0,1557000.0,1667500.0
51,Baxter,3911,330500.0,325000.0,340000.0,403000.0,530000.0,542500.0,530000.0,567500.0,710000.0,787500.0
52,Bayswater,3153,458500.0,525000.0,632500.0,693000.0,800500.0,753000.0,720000.0,747000.0,872500.0,936500.0
53,Bayswater North,3153,468500.0,490000.0,580000.0,628000.0,737500.0,713000.0,695000.0,731000.0,860000.0,868500.0
54,Beaconsfield,3807,486500.0,525000.0,559000.0,585000.0,694500.0,730000.0,685000.0,711000.0,892000.0,891000.0
55,Beaconsfield Upper,3808,470000.0,507500.0,602500.0,630000.0,725500.0,903500.0,787500.0,818000.0,900000.0,1205000.0
56,Beaufort,3373,186000.0,220000.0,205000.0,237500.0,220000.0,225000.0,242500.0,325000.0,390000.0,380000.0
57,Beaumaris,3193,1074000.0,1129500.0,1345000.0,1455000.0,1611000.0,1674000.0,1587500.0,1725000.0,2100000.0,2060000.0
58,Beeac,3251,157500.0,162500.0,158000.0,148000.0,200500.0,191500.0,180000.0,265000.0,345500.0,
59,Beechworth,3747,295000.0,295000.0,332000.0,345000.0,399000.0,400000.0,478500.0,487500.0,645000.0,645000.0
60,Belgrave,3160,410000.0,426000.0,482500.0,545000.0,620000.0,676000.0,636000.0,680000.0,782500.0,913000.0
61,Belgrave Heights,3160,430000.0,480000.0,590500.0,624000.0,687500.0,701500.0,685000.0,737500.0,902500.0,1167000.0
62,Belgrave South,3160,548000.0,541000.0,555500.0,565000.0,689000.0,782500.0,665500.0,845000.0,1085000.0,885000.0
63,Bell Park,3215,314000.0,323500.0,340000.0,360000.0,400000.0,452500.0,482000.0,500000.0,620000.0,560000.0
64,Bell Post Hill,3215,328000.0,333500.0,344500.0,355000.0,435000.0,487000.0,475000.0,508500.0,657500.0,707500.0
65,Bellfield (Banyule),Unknown,516000.0,582500.0,700000.0,778000.0,897000.0,882500.0,790000.0,800000.0,973000.0,
66,Belmont,3216,360000.0,362000.0,395000.0,430000.0,500000.0,545000.0,545000.0,605000.0,730000.0,745000.0
67,Benalla,3672,228000.0,235500.0,222500.0,231500.0,250000.0,284000.0,290000.0,302000.0,394000.0,415000.0
68,Bendigo,3550,340000.0,376500.0,372000.0,400000.0,400000.0,400000.0,420000.0,500000.0,602500.0,660000.0
69,Bentleigh,3204,900000.0,1050000.0,1245000.0,1380000.0,1470000.0,1394000.0,1376000.0,1510000.0,1748500.0,1680000.0
70,Bentleigh East,3165,750000.0,850000.0,1000500.0,1115000.0,1256000.0,1205000.0,1200000.0,1252500.0,1470000.0,1528000.0
71,Berwick,3806,453000.0,487500.0,535000.0,583000.0,670000.0,691000.0,672000.0,700000.0,830000.0,862500.0
72,Beveridge,3753,396000.0,351500.0,400000.0,430000.0,495000.0,540000.0,590000.0,540000.0,642500.0,684000.0
73,Birchip,3483,120000.0,90000.0,121500.0,55000.0,100000.0,100000.0,108500.0,121500.0,130000.0,180000.0
74,Birregurra,3242,255000.0,337500.0,302500.0,345000.0,382500.0,412500.0,463000.0,489500.0,692500.0,807500.0
75,Bittern,3918,402000.0,390000.0,382500.0,464000.0,526500.0,650000.0,577500.0,630000.0,748000.0,872500.0
76,Black Hill,3350,283500.0,321500.0,300000.0,315000.0,370000.0,405000.0,492500.0,491000.0,550000.0,650000.0
77,Black Rock,3193,1225000.0,1400000.0,1545000.0,1745000.0,2017500.0,2023000.0,1793000.0,1900000.0,2547500.0,2925000.0
78,Blackburn,3130,860500.0,936000.0,1200500.0,1241000.0,1410000.0,1370500.0,1305000.0,1408000.0,1638500.0,1845500.0
79,Blackburn North,3130,692000.0,790000.0,921500.0,1040000.0,1140500.0,1038000.0,1017500.0,1090000.0,1300000.0,1430500.0
80,Blackburn South,3130,697500.0,780000.0,920500.0,1050000.0,1200000.0,1063500.0,1034000.0,1100500.0,1338500.0,1325000.0
81,Blackwood,3458,310000.0,266000.0,260000.0,291000.0,403000.0,326500.0,372500.0,477500.0,610000.0,730000.0
82,Blairgowrie,3942,609000.0,627500.0,621500.0,770000.0,883000.0,990500.0,921500.0,1142000.0,1550000.0,1670000.0
83,Blind Bight,3980,362500.0,343000.0,401000.0,440000.0,514000.0,546000.0,552500.0,570000.0,668500.0,700000.0
84,Bonbeach,3196,580000.0,635000.0,700000.0,778000.0,882500.0,910000.0,855000.0,930000.0,1100000.0,1191000.0
85,Bonnie Doon,3720,250000.0,275000.0,290000.0,290000.0,315000.0,417500.0,410000.0,372500.0,565000.0,762500.0
86,Bonshaw,3352,,309000.0,309000.0,322500.0,235000.0,400000.0,379000.0,435000.0,523500.0,585000.0
87,Boolarra,3870,196500.0,260000.0,212500.0,202500.0,255000.0,250000.0,247500.0,255000.0,355000.0,
88,Boort,3537,157500.0,162500.0,130000.0,200500.0,215000.0,180000.0,185000.0,165000.0,240000.0,215000.0
89,Boronia,3155,459500.0,500500.0,592500.0,648500.0,735000.0,742500.0,680000.0,715000.0,845000.0,852500.0
90,Botanic Ridge,3977,492000.0,519000.0,565000.0,600000.0,690000.0,730000.0,700000.0,726000.0,880000.0,875000.0
91,Box Hill,3128,855000.0,1067000.0,1350000.0,1360500.0,1738000.0,1700500.0,1536500.0,1512500.0,1630500.0,1290000.0
92,Box Hill North,3129,746000.0,856500.0,1060000.0,1146000.0,1321000.0,1188000.0,1200000.0,1187500.0,1325000.0,1466000.0
93,Box Hill South,3128,785000.0,910000.0,1153000.0,1255000.0,1409000.0,1285500.0,1177500.0,1255000.0,1553000.0,1448000.0
94,Braybrook,3019,424000.0,479500.0,550000.0,629000.0,665000.0,728500.0,646500.0,670000.0,760000.0,840000.0
95,Breakwater,3219,255000.0,251500.0,267500.0,277500.0,335000.0,385000.0,405000.0,410000.0,534500.0,593500.0
96,Briagolong,3860,226000.0,200000.0,215000.0,265000.0,257000.0,264000.0,315000.0,277500.0,400000.0,
97,Briar Hill,3088,572500.0,633000.0,680000.0,721500.0,833000.0,880000.0,823500.0,863000.0,1015000.0,1212500.0
98,Bridgewater On Loddon,3516,180000.0,190000.0,245000.0,269000.0,276000.0,288000.0,265000.0,290000.0,360000.0,340000.0
99,Bright,3741,325000.0,339500.0,392500.0,429500.0,495000.0,590000.0,580000.0,700000.0,911000.0,1225000.0
100,Brighton,3186,1802500.0,1940000.0,2302500.0,2740000.0,3050000.0,2888000.0,2662500.0,3136000.0,3478000.0,2938000.0
101,Brighton East,3187,1230000.0,1300000.0,1600000.0,1750000.0,1900000.0,1880000.0,1700000.0,1965000.0,2250000.0,2160000.0
102,Broadford,3658,291000.0,267000.0,270000.0,287500.0,330000.0,396500.0,415000.0,454000.0,505000.0,594000.0
103,Broadmeadows,3047,325000.0,345000.0,370000.0,416500.0,546000.0,575000.0,526000.0,554500.0,595000.0,600000.0
104,Brookfield,3338,330000.0,350500.0,340000.0,360000.0,425000.0,491500.0,445000.0,500000.0,537500.0,588500.0
105,Brooklyn,3012,491500.0,540000.0,602000.0,700500.0,834000.0,695000.0,672500.0,700000.0,850000.0,749500.0
106,Brown Hill,3350,310000.0,281500.0,270000.0,338000.0,350000.0,405000.0,449000.0,487500.0,600000.0,630000.0
107,Brunswick,3056,750000.0,815000.0,860500.0,946000.0,1200000.0,1100000.0,1033500.0,1100000.0,1350000.0,1325000.0
108,Brunswick East,3057,767000.0,819500.0,888000.0,998000.0,1150000.0,1170000.0,1011500.0,1283000.0,1420000.0,1360000.0
109,Brunswick West,3055,745000.0,790000.0,866500.0,1005000.0,1155000.0,1160000.0,1061500.0,1177500.0,1361000.0,1275000.0
110,Bruthen,3885,198000.0,182500.0,205000.0,207000.0,229500.0,261000.0,229000.0,345000.0,285000.0,389000.0
111,Bulleen,3105,780000.0,861000.0,1095000.0,1170000.0,1300000.0,1230000.0,1105000.0,1177000.0,1360000.0,1341000.0
112,Bundalong,3730,337500.0,336500.0,372500.0,425000.0,373000.0,462000.0,515000.0,725000.0,674500.0,3400000.0
113,Bundoora,3083,530000.0,553500.0,600500.0,652000.0,753000.0,730000.0,732500.0,745000.0,867500.0,846500.0
114,Buninyong,3357,348000.0,385000.0,364500.0,381000.0,470000.0,467500.0,475000.0,587500.0,666000.0,750000.0
115,Bunyip,3815,332500.0,325000.0,420000.0,357500.0,437500.0,550000.0,500500.0,541500.0,652500.0,750000.0
116,Burnley,3121,836000.0,1100000.0,999000.0,1215000.0,1405000.0,1277500.0,1188500.0,1497500.0,1595000.0,1850000.0
117,Burnside,3023,390000.0,401000.0,415000.0,518500.0,572500.0,605000.0,605000.0,660000.0,720000.0,754500.0
118,Burnside Heights,3023,427000.0,442500.0,460000.0,522000.0,590000.0,633000.0,591000.0,652500.0,701000.0,713500.0
119,Burwood,3125,780000.0,921000.0,1190000.0,1219000.0,1357000.0,1320000.0,1168000.0,1277500.0,1430000.0,1380000.0
120,Burwood East,3151,685500.0,782000.0,982500.0,1021000.0,1126500.0,1005000.0,1032500.0,1052000.0,1252000.0,1300000.0
121,Cairnlea,3023,480000.0,545000.0,540000.0,608500.0,710000.0,734000.0,752500.0,807500.0,850000.0,781000.0
122,California Gully,3556,252500.0,262000.0,255000.0,255000.0,250000.0,275000.0,287000.0,318000.0,415000.0,438000.0
123,Camberwell,3124,1382000.0,1655000.0,1912500.0,2090000.0,2300000.0,2155000.0,2070000.0,2085000.0,2563500.0,2403000.0
124,Campbellfield,3061,330000.0,338000.0,374500.0,420000.0,507000.0,550000.0,533000.0,537500.0,600000.0,636000.0
125,Campbells Creek,3451,382000.0,345000.0,387500.0,426500.0,380000.0,460500.0,500000.0,522500.0,650000.0,695000.0
126,Camperdown,3260,220000.0,186000.0,218000.0,217500.0,240000.0,235000.0,280000.0,295000.0,362500.0,404000.0
127,Canadian,3350,322500.0,297000.0,345000.0,339000.0,334500.0,373000.0,375000.0,422500.0,490000.0,568000.0
128,Canterbury,3126,1950000.0,2100000.0,2523000.0,2620000.0,3140000.0,2533000.0,2902500.0,2705000.0,3340000.0,3180000.0
129,Cape Paterson,3995,337000.0,332000.0,350000.0,358000.0,407500.0,442000.0,540000.0,635500.0,782500.0,948000.0
130,Cape Schanck,3939,620000.0,557500.0,660000.0,667500.0,972500.0,845000.0,940000.0,1095500.0,1365000.0,952500.0
131,Capel Sound,3940,350000.0,366000.0,390000.0,445000.0,542500.0,550000.0,520000.0,580000.0,775000.0,850000.0
132,Carisbrook,3464,218500.0,238500.0,200000.0,200000.0,245000.0,232500.0,300000.0,301500.0,364000.0,555000.0
133,Carlton,3053,1002500.0,1020000.0,830000.0,1050000.0,1470000.0,1625000.0,1308000.0,1452500.0,1492500.0,1600000.0
134,Carlton North,3054,890500.0,1095000.0,1177500.0,1360000.0,1628000.0,1445000.0,1555000.0,1500000.0,1670000.0,1640000.0
135,Carnegie,3163,865000.0,1007500.0,1300000.0,1348500.0,1510000.0,1445000.0,1313500.0,1420500.0,1781000.0,1450000.0
136,Caroline Springs,3023,435000.0,460000.0,480000.0,530000.0,611000.0,620000.0,620000.0,650000.0,720000.0,731000.0
137,Carrum,3197,510000.0,536000.0,611000.0,750000.0,835500.0,860000.0,770000.0,830000.0,952500.0,916500.0
138,Carrum Downs,3201,330000.0,346000.0,370000.0,430000.0,525000.0,575000.0,537000.0,577000.0,675000.0,728000.0
139,Casterton,3311,97500.0,99000.0,100000.0,126500.0,142000.0,132500.0,150000.0,161500.0,200000.0,195000.0
140,Castlemaine,3450,372500.0,369500.0,380000.0,410000.0,435000.0,499000.0,520000.0,555000.0,675500.0,718000.0
141,Caulfield,3162,1172500.0,1322000.0,1650000.0,1715000.0,1885000.0,1701000.0,1762500.0,1818500.0,2060000.0,1890000.0
142,Caulfield North,3161,1415000.0,1480000.0,1875000.0,2181000.0,2285000.0,1933500.0,2112000.0,2350000.0,2565000.0,2755000.0
143,Caulfield South,3162,1050000.0,1200000.0,1375000.0,1517500.0,1690000.0,1600000.0,1494500.0,1747500.0,1950000.0,1800000.0
144,Chadstone,3148,719000.0,823500.0,925000.0,1017500.0,1131000.0,1050000.0,958000.0,1105000.0,1255000.0,1192500.0
145,Charlemont,3217,,,,,157000.0,455000.0,465000.0,530000.0,627500.0,677500.0
146,Charlton,3525,120000.0,131000.0,179500.0,160000.0,136000.0,150000.0,147000.0,149500.0,195000.0,270000.0
147,Chelsea,3196,577500.0,580000.0,730000.0,890000.0,914000.0,905000.0,856500.0,980000.0,1193500.0,1205000.0
148,Chelsea Heights,3196,465000.0,513000.0,598000.0,641000.0,750000.0,778000.0,750000.0,805000.0,977500.0,985000.0
149,Cheltenham,3192,695000.0,775000.0,867000.0,940500.0,1171000.0,1105000.0,1035000.0,1130000.0,1308000.0,1518500.0
150,Cheltenham East,3192,600000.0,670000.0,770000.0,867500.0,982500.0,940000.0,940000.0,1010500.0,1190000.0,1138500.0
151,Cheltenham North,Unknown,584000.0,662000.0,745000.0,900000.0,1025000.0,925000.0,913000.0,922500.0,1057500.0,886000.0
152,Chewton,3451,312500.0,296000.0,369000.0,403500.0,320000.0,435000.0,439500.0,605000.0,672500.0,1550000.0
153,Chiltern,3683,171500.0,187500.0,220000.0,250000.0,238500.0,260000.0,223500.0,321000.0,330000.0,392000.0
154,Chirnside Park,3116,450000.0,490500.0,542500.0,627000.0,735000.0,700000.0,680500.0,757000.0,900000.0,950000.0
155,Churchill,3842,182000.0,178500.0,172500.0,182000.0,175000.0,180000.0,185000.0,226000.0,305000.0,361000.0
156,Clarinda,3169,525000.0,606500.0,682500.0,751000.0,866000.0,802500.0,820000.0,851500.0,1024500.0,1173000.0
157,Clayton,3168,645000.0,750000.0,976000.0,1010500.0,1250000.0,1255000.0,1158000.0,1055000.0,1200000.0,1082500.0
158,Clayton North,Unknown,630000.0,850000.0,1075000.0,1100000.0,1234500.0,1330000.0,1377500.0,1330000.0,1300000.0,1107500.0
159,Clayton South,3169,522500.0,580000.0,690000.0,755000.0,850000.0,850000.0,832000.0,830000.0,980000.0,1032500.0
160,Clifton Hill,3068,867000.0,965000.0,1085000.0,1220000.0,1390000.0,1364500.0,1348000.0,1375000.0,1750000.0,1670000.0
161,Clifton Springs,3222,336000.0,342000.0,345000.0,365000.0,420000.0,472000.0,485000.0,518500.0,665000.0,740000.0
162,Clunes,3370,219000.0,237500.0,245000.0,255000.0,263000.0,354000.0,320000.0,360000.0,440000.0,510000.0
163,Clyde,3978,397000.0,406000.0,397000.0,435000.0,430000.0,505000.0,545000.0,575000.0,636000.0,700000.0
164,Clyde North,3978,409000.0,380000.0,410000.0,491000.0,550000.0,595000.0,570000.0,605000.0,680000.0,750000.0
165,Cobblebank,3338,335500.0,323000.0,318000.0,328000.0,374000.0,460000.0,480000.0,510000.0,562500.0,646500.0
166,Cobden,3266,162500.0,145000.0,178500.0,177000.0,263000.0,225000.0,237000.0,272000.0,339500.0,303000.0
167,Cobram,3644,218000.0,230000.0,236000.0,265000.0,255000.0,255000.0,272500.0,300000.0,370000.0,375000.0
168,Coburg,3058,633000.0,710000.0,778000.0,876000.0,1000000.0,968000.0,935500.0,1096000.0,1255000.0,1262500.0
169,Coburg East,Unknown,560000.0,597500.0,675000.0,765000.0,861000.0,841500.0,825000.0,975000.0,1102000.0,1015000.0
170,Coburg North,3058,538500.0,600000.0,665000.0,780000.0,821000.0,814000.0,805000.0,912500.0,1017000.0,1081000.0
171,Cockatoo,3781,355000.0,365000.0,385500.0,430000.0,539500.0,591000.0,580000.0,610000.0,730500.0,850000.0
172,Cohuna,3568,139000.0,175000.0,175000.0,157500.0,180000.0,177500.0,204000.0,232500.0,260000.0,275000.0
173,Colac,3250,226500.0,235000.0,246500.0,259500.0,282500.0,320000.0,315000.0,350000.0,420000.0,517500.0
174,Coldstream,3770,385000.0,405000.0,441000.0,521000.0,597500.0,660000.0,635000.0,648000.0,767000.0,800000.0
175,Coleraine,3315,118000.0,95000.0,96000.0,90000.0,133000.0,114000.0,144000.0,127000.0,172000.0,299000.0
176,Collingwood,3066,741000.0,775000.0,914000.0,920000.0,1205000.0,1097500.0,1060000.0,1155000.0,1251500.0,1289000.0
177,Connewarre,3227,612500.0,722500.0,800000.0,892000.0,955000.0,1200000.0,1345000.0,1647500.0,1625000.0,2842500.0
178,Coolaroo,3048,290000.0,290000.0,302500.0,340000.0,451000.0,480000.0,441000.0,477000.0,500000.0,550000.0
179,Coonans Hill,Unknown,655000.0,732000.0,743000.0,870000.0,963000.0,927000.0,902500.0,1055000.0,1213000.0,1280500.0
180,Coongulla,3860,150000.0,205000.0,189000.0,185000.0,192000.0,242000.0,335000.0,285000.0,280000.0,292500.0
181,Corinella,3984,330000.0,270000.0,370000.0,325000.0,391000.0,450000.0,357500.0,510000.0,670000.0,1490500.0
182,Corio,3214,230000.0,242000.0,240000.0,250000.0,305000.0,370000.0,351500.0,390000.0,458000.0,524000.0
183,Coronet Bay,3984,251000.0,249000.0,240000.0,266000.0,325500.0,345000.0,370000.0,407500.0,522500.0,640000.0
184,Corryong,3707,166500.0,135000.0,160000.0,164000.0,180000.0,162500.0,236000.0,226500.0,240000.0,287500.0
185,Cowes,3922,385000.0,357500.0,412500.0,400000.0,440000.0,541000.0,560000.0,589500.0,876500.0,1067500.0
186,Cowes West,Unknown,320000.0,350000.0,329000.0,353500.0,390000.0,485500.0,508000.0,545000.0,702500.0,825000.0
187,Craigieburn,3064,360000.0,362000.0,390000.0,425000.0,502500.0,546500.0,525000.0,560000.0,620000.0,668000.0
188,Cranbourne,3977,315000.0,331500.0,360000.0,406000.0,510000.0,540000.0,500000.0,510500.0,618000.0,670000.0
189,Cranbourne East,3977,390000.0,410000.0,437000.0,460000.0,535000.0,574500.0,567000.0,590000.0,662500.0,720000.0
190,Cranbourne North,3977,370000.0,375000.0,410000.0,455000.0,541000.0,600000.0,570000.0,587500.0,653000.0,715000.0
191,Cranbourne South,3977,,455000.0,685000.0,685000.0,600000.0,425000.0,632500.0,634000.0,710000.0,780000.0
192,Cranbourne West,3977,330000.0,335000.0,350000.0,410000.0,510500.0,540000.0,508000.0,530000.0,625000.0,696000.0
193,Cremorne,3121,821000.0,886500.0,1030000.0,1072000.0,1230000.0,1420000.0,1290000.0,1405000.0,1500000.0,1777500.0
194,Creswick,3363,245000.0,270000.0,265000.0,292500.0,311500.0,324000.0,350000.0,387500.0,500000.0,520000.0
195,Crib Point,3919,355000.0,339000.0,350000.0,402000.0,502500.0,555000.0,527500.0,580000.0,740000.0,870000.0
196,Croydon,3136,470000.0,525000.0,605000.0,695000.0,810000.0,792500.0,735000.0,787500.0,920000.0,910500.0
197,Croydon Hills,3136,571500.0,606000.0,697000.0,730000.0,875000.0,877500.0,835000.0,920000.0,1100000.0,1120000.0
198,Croydon North,3136,540500.0,600000.0,702500.0,790500.0,872000.0,840000.0,827500.0,860500.0,1050000.0,1188000.0
199,Croydon South,3136,442000.0,530000.0,600000.0,655000.0,800000.0,757500.0,715500.0,740000.0,895000.0,887500.0
200,Curlewis,3222,385500.0,382500.0,387000.0,406500.0,430000.0,495000.0,565000.0,572500.0,646500.0,693000.0
201,Dallas,3047,280000.0,295000.0,321500.0,345000.0,430000.0,490000.0,451500.0,467500.0,525000.0,535000.0
202,Dalyston,3992,245000.0,260000.0,257000.0,255000.0,273500.0,305000.0,373000.0,421000.0,536000.0,567500.0
203,Dandenong,3175,405000.0,439000.0,485000.0,555500.0,620000.0,640000.0,601000.0,630000.0,700000.0,715000.0
204,Dandenong North,3175,390000.0,415500.0,481000.0,551000.0,633500.0,640000.0,606500.0,640000.0,729500.0,750000.0
205,Darley,3340,330500.0,360000.0,377500.0,371500.0,430000.0,505000.0,520000.0,500000.0,611500.0,685000.0
206,Daylesford,3460,385000.0,401500.0,442500.0,464000.0,502000.0,552500.0,592500.0,692500.0,832500.0,895000.0
207,Deanside,3336,,,,,340000.0,352500.0,335000.0,650000.0,600000.0,604500.0
208,Deepdene,3103,1981000.0,2215000.0,2750000.0,2600000.0,2862500.0,2692500.0,2858000.0,3150000.0,3190000.0,3328000.0
209,Deer Park,3023,348000.0,365000.0,390000.0,441000.0,552500.0,580000.0,550000.0,580000.0,630000.0,648000.0
210,Delacombe,3356,280000.0,292000.0,290000.0,319000.0,325000.0,360000.0,390000.0,410000.0,523000.0,550000.0
211,Delahey,3037,372500.0,370000.0,400000.0,458000.0,545000.0,575000.0,530000.0,575000.0,645000.0,664000.0
212,Dennington,3280,320000.0,315000.0,345000.0,342500.0,345000.0,355000.0,360000.0,395000.0,492500.0,630000.0
213,Derrimut,3026,417000.0,435000.0,466000.0,530000.0,635000.0,615000.0,649000.0,658000.0,715000.0,747000.0
214,Derrinallum,3325,97000.0,174000.0,125000.0,150000.0,162000.0,122500.0,221500.0,250000.0,270500.0,291000.0
215,Diamond Creek,3089,513000.0,550000.0,580000.0,646500.0,755000.0,782500.0,750500.0,797500.0,1005000.0,1050000.0
216,Diggers Rest,3427,280000.0,325000.0,325000.0,360000.0,440500.0,500000.0,515000.0,560000.0,611500.0,657500.0
217,Dimboola,3414,89000.0,90500.0,109500.0,116000.0,122500.0,130000.0,120000.0,154000.0,200000.0,252500.0
218,Dingley Village,3172,553500.0,607000.0,690000.0,775500.0,887000.0,840500.0,810000.0,930000.0,1050000.0,1230000.0
