Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
Thomastown,3074,Whittlesea,89.0,98.0,148.0,183.0,116.0,160.0,187.0,302.0,156.0,171.0,92.03,3.0,90.26
Seaspray,3851,Wellington,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,90.91,3.0,156.58
Eureka,3350,Ballarat,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,90.91,3.0,119.71
Campbells Creek,3451,Mount Alexander,1.0,5.0,0.0,2.0,4.0,1.0,0.0,5.0,1.0,2.0,90.91,3.0,81.94
Whittington,3219,Greater Geelong,12.0,22.0,25.0,31.0,69.0,21.0,54.0,39.0,21.0,23.0,90.91,3.0,125.1
South Kingsville,3015,Hobsons Bay,1.0,1.0,1.0,4.0,0.0,7.0,7.0,3.0,8.0,2.0,90.91,3.0,84.02
Corinella,3984,Bass Coast,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,90.91,3.0,351.67
Clunes,3370,Hepburn,1.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,90.91,3.0,132.88
Swan Reach,3903,East Gippsland,1.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,90.91,3.0,232.39
Welshpool,3965,South Gippsland,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,90.91,3.0,140.96
Surf Beach,3922,Bass Coast,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,90.91,3.0,106.0
Shepparton North,3631,Greater Shepparton,1.0,0.0,3.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,90.91,3.0,89.02
Traralgon,3844,Latrobe,171.0,227.0,303.0,219.0,170.0,183.0,163.0,394.0,292.0,323.0,88.84,3.0,72.86
Seymour,3660,Mitchell,43.0,43.0,54.0,81.0,126.0,125.0,96.0,206.0,50.0,81.0,88.17,3.0,90.91
Shepparton,3630,Greater Shepparton,362.0,276.0,287.0,376.0,323.0,433.0,424.0,419.0,318.0,680.0,87.82,3.0,63.97
Red Cliffs,3496,Mildura,16.0,16.0,28.0,23.0,15.0,17.0,20.0,13.0,22.0,30.0,86.96,3.0,99.39
Brighton East,3187,Bayside,23.0,71.0,39.0,22.0,12.0,68.0,26.0,70.0,20.0,43.0,86.58,3.0,75.61
Westmeadows,3049,Hume,23.0,25.0,33.0,31.0,21.0,45.0,50.0,75.0,24.0,43.0,86.58,3.0,68.18
Box Hill South,3128,Whitehorse,8.0,17.0,13.0,15.0,17.0,10.0,9.0,14.0,17.0,15.0,86.42,3.0,84.46
West Wodonga,3690,Wodonga,36.0,31.0,37.0,41.0,44.0,92.0,66.0,81.0,71.0,67.0,85.87,3.0,74.31
Wallan,3756,Mitchell,28.0,47.0,61.0,72.0,64.0,74.0,73.0,75.0,67.0,52.0,85.41,3.0,83.02
Bentleigh,3204,Glen Eira,25.0,28.0,71.0,26.0,73.0,38.0,41.0,39.0,29.0,45.0,79.68,3.0,86.67
Swan Hill,3585,Swan Hill,74.0,97.0,177.0,101.0,71.0,114.0,115.0,143.0,95.0,133.0,79.62,3.0,57.56
Ringwood,3134,Maroondah,114.0,89.0,132.0,190.0,88.0,155.0,210.0,237.0,184.0,204.0,78.88,3.0,87.39
Ashburton,3147,Boroondara,24.0,34.0,15.0,32.0,10.0,37.0,70.0,48.0,44.0,43.0,78.84,3.0,122.5
Knoxfield,3180,Knox,19.0,30.0,27.0,21.0,24.0,81.0,46.0,71.0,55.0,34.0,78.53,3.0,108.0
Lara,3212,Greater Geelong,14.0,23.0,16.0,44.0,32.0,49.0,32.0,41.0,42.0,25.0,78.01,3.0,118.57
Doreen,3754,Whittlesea,23.0,46.0,95.0,69.0,54.0,27.0,39.0,58.0,60.0,41.0,77.92,3.0,73.73
Caulfield North,3161,Glen Eira,18.0,19.0,40.0,46.0,45.0,22.0,59.0,32.0,44.0,32.0,77.35,3.0,94.7
Traralgon East,3844,Latrobe,9.0,1.0,3.0,2.0,5.0,8.0,10.0,20.0,21.0,16.0,76.92,3.0,36.21
Tullamarine,3043,Hume,35.0,31.0,33.0,80.0,48.0,45.0,80.0,133.0,57.0,62.0,76.92,3.0,113.92
Preston,3072,Darebin,167.0,183.0,292.0,434.0,212.0,309.0,233.0,368.0,253.0,295.0,76.6,3.0,98.02
Eltham,3095,Nillumbik,17.0,16.0,18.0,40.0,32.0,72.0,60.0,54.0,44.0,30.0,76.02,3.0,104.28
Werribee,3030,Wyndham,188.0,177.0,207.0,263.0,205.0,297.0,274.0,344.0,250.0,330.0,75.49,3.0,100.81
Pascoe Vale South,3044,Merri-bek,16.0,11.0,10.0,31.0,19.0,22.0,13.0,19.0,21.0,28.0,74.53,3.0,72.89
Black Hill,3350,Ballarat,4.0,5.0,8.0,0.0,4.0,4.0,5.0,6.0,0.0,7.0,73.17,3.0,129.28
Burnley,3121,Yarra,4.0,2.0,8.0,7.0,8.0,3.0,22.0,40.0,6.0,7.0,73.17,3.0,121.29
Canadian,3350,Ballarat,4.0,24.0,9.0,3.0,5.0,11.0,3.0,18.0,5.0,7.0,73.17,3.0,76.12
Thornbury,3071,Darebin,45.0,36.0,45.0,93.0,92.0,50.0,53.0,82.0,68.0,78.0,73.17,3.0,100.62
Koo Wee Rup,3981,Cardinia,4.0,6.0,4.0,7.0,9.0,2.0,9.0,5.0,7.0,7.0,73.17,3.0,122.22
Essendon,3040,Moonee Valley,41.0,58.0,40.0,105.0,65.0,45.0,49.0,151.0,90.0,71.0,72.99,3.0,104.94
Narre Warren South,3805,Casey,46.0,55.0,77.0,53.0,50.0,66.0,82.0,81.0,71.0,79.0,71.58,3.0,96.71
Abbotsford,3067,Yarra,79.0,85.0,77.0,76.0,64.0,88.0,178.0,151.0,157.0,135.0,70.8,3.0,91.48
Doncaster East,3109,Manningham,41.0,36.0,60.0,68.0,46.0,50.0,51.0,40.0,62.0,70.0,70.56,3.0,99.05
Maiden Gully,3551,Greater Bendigo,7.0,10.0,3.0,8.0,8.0,10.0,13.0,6.0,17.0,12.0,70.42,3.0,70.45
Manor Lakes,3024,Wyndham,7.0,4.0,12.0,22.0,10.0,14.0,32.0,12.0,14.0,12.0,70.42,3.0,94.13
Springvale,3171,Greater Dandenong,160.0,114.0,170.0,139.0,130.0,240.0,209.0,256.0,221.0,272.0,69.96,3.0,104.87
Upper Ferntree Gully,3156,Knox,10.0,14.0,35.0,30.0,20.0,27.0,5.0,29.0,13.0,17.0,69.31,3.0,103.45
Glen Waverley,3150,Monash,61.0,80.0,53.0,67.0,76.0,59.0,97.0,191.0,165.0,103.0,68.74,3.0,102.45
Macleod,3085,Banyule,13.0,13.0,18.0,24.0,17.0,36.0,11.0,7.0,19.0,22.0,68.7,3.0,145.56
Port Melbourne,3207,Port Phillip,54.0,92.0,86.0,81.0,91.0,118.0,126.0,185.0,122.0,91.0,68.39,3.0,62.56
Bayswater North,3153,Maroondah,42.0,40.0,52.0,107.0,94.0,57.0,66.0,65.0,62.0,70.0,66.51,3.0,85.38
Warragul,3820,Baw Baw,80.0,102.0,153.0,158.0,78.0,90.0,163.0,133.0,129.0,132.0,64.92,3.0,105.71
Norlane,3214,Greater Geelong,77.0,90.0,142.0,144.0,154.0,95.0,154.0,260.0,181.0,127.0,64.85,3.0,149.38
Box Hill,3128,Whitehorse,54.0,59.0,53.0,44.0,49.0,75.0,74.0,110.0,77.0,89.0,64.7,3.0,50.88
Carisbrook,3464,Central Goldfields,3.0,1.0,5.0,0.0,6.0,6.0,7.0,14.0,3.0,5.0,64.52,3.0,154.0
St Kilda East,3183,Port Phillip,17.0,57.0,28.0,58.0,59.0,40.0,22.0,59.0,25.0,28.0,64.33,3.0,14.23
Chelsea Heights,3196,Kingston,17.0,20.0,21.0,31.0,25.0,12.0,23.0,47.0,15.0,28.0,64.33,3.0,111.83
Stawell,3380,Northern Grampians,45.0,63.0,66.0,84.0,100.0,66.0,66.0,113.0,104.0,74.0,64.3,3.0,97.85
South Geelong,3220,Greater Geelong,8.0,19.0,10.0,3.0,12.0,22.0,17.0,23.0,9.0,13.0,61.73,3.0,154.46
St Albans,3021,Brimbank,241.0,312.0,351.0,413.0,386.0,403.0,317.0,427.0,346.0,387.0,60.56,3.0,100.71
St Kilda,3182,Port Phillip,277.0,391.0,493.0,417.0,437.0,401.0,429.0,482.0,351.0,443.0,59.91,3.0,69.84
East Bairnsdale,3875,East Gippsland,10.0,17.0,29.0,10.0,19.0,19.0,11.0,32.0,14.0,16.0,59.41,3.0,57.96
Noble Park,3174,Greater Dandenong,132.0,175.0,206.0,265.0,200.0,271.0,214.0,281.0,181.0,210.0,59.05,3.0,92.5
Kilsyth South,3137,Maroondah,5.0,7.0,7.0,24.0,4.0,4.0,11.0,9.0,2.0,8.0,58.82,3.0,118.43
Cranbourne,3977,Casey,131.0,117.0,176.0,171.0,138.0,189.0,158.0,314.0,194.0,208.0,58.73,3.0,112.7
Balaclava,3183,Port Phillip,28.0,36.0,40.0,33.0,22.0,51.0,30.0,34.0,44.0,44.0,56.94,3.0,92.91
Pakenham,3810,Cardinia,144.0,251.0,279.0,208.0,201.0,203.0,229.0,271.0,172.0,225.0,56.21,3.0,95.52
Drouin,3818,Baw Baw,65.0,99.0,127.0,110.0,81.0,71.0,81.0,155.0,120.0,101.0,55.3,3.0,107.33
Seaford,3198,Frankston,127.0,222.0,180.0,228.0,176.0,232.0,167.0,243.0,254.0,195.0,53.5,3.0,118.38
Braybrook,3019,Maribyrnong,75.0,145.0,181.0,132.0,97.0,71.0,151.0,126.0,99.0,115.0,53.26,3.0,98.11
Hoppers Crossing,3029,Wyndham,115.0,103.0,118.0,111.0,141.0,139.0,128.0,211.0,72.0,176.0,53.0,3.0,92.85
Delacombe,3356,Ballarat,17.0,11.0,31.0,24.0,18.0,29.0,32.0,44.0,25.0,26.0,52.63,3.0,96.43
Burwood,3125,Whitehorse,39.0,20.0,38.0,36.0,42.0,20.0,34.0,54.0,41.0,59.0,51.15,3.0,76.92
Sebastopol,3356,Ballarat,41.0,52.0,47.0,66.0,40.0,41.0,59.0,41.0,31.0,62.0,51.09,3.0,88.84
Wyndham Vale,3024,Wyndham,32.0,23.0,23.0,60.0,44.0,61.0,59.0,78.0,34.0,48.0,49.84,3.0,99.65
Chelsea,3196,Kingston,24.0,27.0,41.0,45.0,14.0,39.0,35.0,43.0,38.0,36.0,49.79,3.0,108.66
Bell Park,3215,Greater Geelong,14.0,25.0,16.0,18.0,26.0,41.0,29.0,30.0,39.0,21.0,49.65,3.0,78.34
Caulfield South,3162,Glen Eira,14.0,11.0,45.0,35.0,13.0,14.0,24.0,41.0,27.0,21.0,49.65,3.0,71.43
Sale,3852,Wellington,75.0,91.0,125.0,173.0,93.0,111.0,123.0,210.0,161.0,112.0,49.27,3.0,77.59
Bunyip,3815,Cardinia,4.0,3.0,1.0,0.0,7.0,2.0,4.0,4.0,6.0,6.0,48.78,3.0,125.56
Niddrie,3042,Moonee Valley,4.0,3.0,11.0,8.0,19.0,9.0,39.0,10.0,21.0,6.0,48.78,3.0,42.14
Toora,3962,South Gippsland,2.0,0.0,1.0,0.0,1.0,5.0,6.0,4.0,2.0,3.0,47.62,3.0,255.69
Cremorne,3121,Yarra,2.0,2.0,38.0,26.0,12.0,12.0,5.0,3.0,5.0,3.0,47.62,3.0,116.5
Baranduda,3691,Wodonga,2.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,3.0,47.62,3.0,97.97
Waurn Ponds,3216,Greater Geelong,2.0,5.0,10.0,9.0,6.0,13.0,15.0,15.0,2.0,3.0,47.62,3.0,80.85
Mornington,3931,Mornington Peninsula,80.0,68.0,155.0,114.0,159.0,140.0,140.0,150.0,87.0,118.0,47.44,3.0,133.33
Carrum,3197,Kingston,21.0,50.0,33.0,37.0,28.0,14.0,53.0,28.0,31.0,31.0,47.39,3.0,79.71
Moonee Ponds,3039,Moonee Valley,38.0,34.0,325.0,72.0,119.0,46.0,77.0,51.0,41.0,56.0,47.24,3.0,119.75
Corio,3214,Greater Geelong,79.0,62.0,77.0,135.0,167.0,128.0,157.0,154.0,156.0,116.0,46.78,3.0,127.83
Croydon,3136,Maroondah,141.0,106.0,212.0,183.0,132.0,156.0,138.0,240.0,195.0,206.0,46.07,3.0,93.72
Campbellfield,3061,Hume,26.0,43.0,68.0,108.0,62.0,69.0,83.0,90.0,55.0,38.0,45.98,3.0,92.73
Airport West,3042,Moonee Valley,34.0,79.0,71.0,71.0,36.0,71.0,85.0,57.0,58.0,49.0,43.99,3.0,72.84
Kangaroo Flat,3555,Greater Bendigo,51.0,60.0,43.0,71.0,46.0,42.0,72.0,68.0,101.0,73.0,43.05,3.0,86.32
Oak Park,3046,Merri-bek,14.0,2.0,7.0,11.0,14.0,1.0,13.0,30.0,12.0,20.0,42.55,3.0,146.75
Doncaster,3108,Manningham,47.0,65.0,41.0,51.0,82.0,106.0,96.0,77.0,97.0,67.0,42.46,3.0,85.0
Lilydale,3140,Yarra Ranges,74.0,98.0,109.0,165.0,120.0,135.0,133.0,139.0,116.0,105.0,41.84,3.0,81.45
Hastings,3915,Mornington Peninsula,48.0,75.0,109.0,75.0,59.0,52.0,75.0,145.0,66.0,68.0,41.58,3.0,112.46
Lyndhurst,3975,Casey,12.0,7.0,9.0,26.0,22.0,13.0,25.0,2.0,15.0,17.0,41.32,3.0,104.09
Ferntree Gully,3156,Knox,92.0,67.0,79.0,113.0,140.0,141.0,164.0,218.0,178.0,130.0,41.26,3.0,99.56
Tarneit,3029,Wyndham,68.0,59.0,77.0,62.0,110.0,93.0,78.0,98.0,106.0,96.0,41.12,3.0,73.85
California Gully,3556,Greater Bendigo,22.0,12.0,12.0,24.0,23.0,46.0,18.0,11.0,14.0,31.0,40.72,3.0,73.47
Kilsyth,3137,Yarra Ranges,37.0,37.0,44.0,62.0,34.0,39.0,47.0,57.0,43.0,52.0,40.43,3.0,96.67
Wodonga,3690,Wodonga,120.0,121.0,111.0,160.0,142.0,181.0,163.0,147.0,186.0,168.0,39.97,3.0,73.45
Melton West,3337,Melton,30.0,30.0,54.0,44.0,54.0,40.0,38.0,77.0,37.0,42.0,39.87,3.0,92.64
Malvern,3144,Stonnington,20.0,20.0,24.0,18.0,12.0,21.0,30.0,27.0,20.0,28.0,39.8,3.0,63.08
Belmont,3216,Greater Geelong,31.0,24.0,33.0,55.0,56.0,59.0,44.0,65.0,46.0,43.0,38.59,3.0,106.94
Brooklyn,3012,Hobsons Bay,13.0,10.0,10.0,9.0,5.0,33.0,21.0,19.0,24.0,18.0,38.17,3.0,52.49
Maribyrnong,3032,Maribyrnong,62.0,38.0,50.0,47.0,49.0,67.0,100.0,82.0,59.0,85.0,37.04,3.0,57.56
Ballan,3342,Moorabool,8.0,4.0,10.0,12.0,6.0,20.0,5.0,4.0,5.0,11.0,37.04,3.0,87.78
Glen Iris,3146,Boroondara,19.0,36.0,37.0,35.0,51.0,40.0,57.0,56.0,37.0,26.0,36.65,3.0,64.12
Lalor,3075,Whittlesea,88.0,73.0,100.0,88.0,118.0,97.0,144.0,221.0,130.0,120.0,36.32,3.0,98.9
Whittlesea,3757,Whittlesea,11.0,4.0,13.0,6.0,3.0,12.0,20.0,20.0,8.0,15.0,36.04,3.0,112.67
Croydon North,3136,Maroondah,11.0,7.0,14.0,12.0,13.0,19.0,4.0,49.0,7.0,15.0,36.04,3.0,119.8
Warrnambool,3280,Warrnambool,149.0,310.0,281.0,313.0,318.0,341.0,261.0,297.0,194.0,202.0,35.55,3.0,80.77
Donvale,3111,Manningham,17.0,22.0,17.0,8.0,38.0,14.0,14.0,13.0,12.0,23.0,35.09,3.0,79.32
Darley,3340,Moorabool,20.0,15.0,20.0,14.0,21.0,23.0,19.0,67.0,28.0,27.0,34.83,3.0,107.26
West Footscray,3012,Maribyrnong,26.0,25.0,48.0,52.0,22.0,30.0,25.0,20.0,38.0,35.0,34.48,3.0,98.92
South Melbourne,3205,Port Phillip,106.0,121.0,115.0,106.0,102.0,147.0,180.0,208.0,159.0,142.0,33.93,3.0,75.97
Broadmeadows,3047,Hume,148.0,156.0,246.0,246.0,208.0,283.0,293.0,286.0,181.0,198.0,33.76,3.0,84.62
Redan,3350,Ballarat,21.0,10.0,18.0,18.0,20.0,25.0,24.0,18.0,22.0,28.0,33.18,3.0,103.6
Robinvale,3549,Swan Hill,9.0,11.0,10.0,15.0,14.0,12.0,27.0,51.0,31.0,12.0,32.97,3.0,165.68
Murchison,3610,Greater Shepparton,6.0,10.0,5.0,1.0,5.0,1.0,2.0,1.0,4.0,8.0,32.79,3.0,120.43
Dennington,3280,Warrnambool,3.0,7.0,3.0,1.0,1.0,4.0,8.0,1.0,0.0,4.0,32.26,3.0,96.88
Romsey,3434,Macedon Ranges,3.0,11.0,5.0,31.0,4.0,9.0,16.0,26.0,4.0,4.0,32.26,3.0,99.35
Nhill,3418,Hindmarsh,3.0,4.0,5.0,5.0,4.0,22.0,5.0,5.0,6.0,4.0,32.26,3.0,55.45
Dallas,3047,Hume,19.0,39.0,28.0,38.0,22.0,42.0,38.0,34.0,42.0,25.0,31.41,3.0,91.07
East Melbourne,3002,Melbourne,35.0,44.0,74.0,62.0,45.0,92.0,100.0,124.0,75.0,46.0,31.34,3.0,225.14
Langwarrin,3910,Frankston,77.0,69.0,64.0,85.0,80.0,75.0,33.0,53.0,45.0,101.0,31.13,3.0,123.38
Geelong,3219,Greater Geelong,107.0,96.0,126.0,127.0,150.0,167.0,204.0,224.0,139.0,140.0,30.81,3.0,70.0
Altona,3018,Hobsons Bay,43.0,46.0,35.0,29.0,23.0,32.0,63.0,86.0,33.0,56.0,30.16,3.0,77.04
Grovedale,3216,Greater Geelong,30.0,18.0,42.0,27.0,23.0,33.0,60.0,58.0,27.0,39.0,29.9,3.0,98.44
Mildura,3500,Mildura,291.0,370.0,341.0,248.0,313.0,411.0,428.0,582.0,317.0,378.0,29.89,3.0,94.9
Golden Square,3555,Greater Bendigo,44.0,58.0,38.0,59.0,43.0,41.0,55.0,57.0,32.0,57.0,29.48,3.0,79.66
Edithvale,3196,Kingston,17.0,17.0,19.0,24.0,7.0,9.0,25.0,22.0,19.0,22.0,29.24,3.0,118.94
Dandenong,3175,Greater Dandenong,411.0,420.0,622.0,615.0,591.0,563.0,609.0,537.0,430.0,530.0,28.95,3.0,76.54
Yarram,3971,Wellington,7.0,15.0,8.0,17.0,8.0,13.0,13.0,1.0,6.0,9.0,28.17,3.0,138.16
Oakleigh South,3167,Monash,29.0,64.0,32.0,26.0,17.0,30.0,47.0,60.0,33.0,37.0,27.49,3.0,105.22
East Bendigo,3550,Greater Bendigo,11.0,8.0,9.0,4.0,13.0,13.0,5.0,13.0,23.0,14.0,27.03,3.0,75.96
Albert Park,3206,Port Phillip,15.0,9.0,11.0,18.0,6.0,23.0,6.0,14.0,17.0,19.0,26.49,3.0,52.65
Mount Evelyn,3796,Yarra Ranges,12.0,20.0,28.0,47.0,33.0,39.0,30.0,26.0,29.0,15.0,24.79,3.0,96.18
Orbost,3888,East Gippsland,12.0,16.0,21.0,27.0,4.0,6.0,12.0,28.0,13.0,15.0,24.79,3.0,101.92
Eildon,3713,Murrindindi,4.0,2.0,1.0,5.0,18.0,7.0,4.0,6.0,7.0,5.0,24.39,3.0,128.57
Greensborough,3088,Banyule,46.0,44.0,48.0,52.0,51.0,52.0,83.0,103.0,79.0,57.0,23.86,3.0,83.52
Highton,3216,Greater Geelong,21.0,22.0,14.0,6.0,13.0,9.0,13.0,30.0,5.0,26.0,23.7,3.0,104.19
Kilmore,3764,Mitchell,21.0,5.0,29.0,44.0,36.0,36.0,30.0,17.0,13.0,26.0,23.7,3.0,88.4
Carlton,3053,Melbourne,90.0,128.0,150.0,127.0,91.0,83.0,56.0,114.0,96.0,111.0,23.31,3.0,59.6
Hampton East,3188,Bayside,22.0,57.0,27.0,49.0,41.0,22.0,33.0,34.0,25.0,27.0,22.62,3.0,94.81
Spotswood,3015,Hobsons Bay,9.0,6.0,12.0,6.0,8.0,4.0,14.0,6.0,4.0,11.0,21.98,3.0,102.94
Newborough,3825,Latrobe,50.0,52.0,56.0,50.0,36.0,47.0,34.0,63.0,57.0,61.0,21.96,3.0,93.66
Epping,3076,Whittlesea,154.0,143.0,191.0,193.0,123.0,149.0,206.0,334.0,256.0,187.0,21.41,3.0,91.0
St Arnaud,3478,Northern Grampians,14.0,16.0,6.0,19.0,7.0,6.0,8.0,6.0,5.0,17.0,21.28,3.0,82.14
Brunswick,3056,Merri-bek,86.0,91.0,100.0,146.0,98.0,150.0,124.0,138.0,122.0,104.0,20.91,3.0,76.67
Clayton South,3169,Kingston,54.0,60.0,60.0,46.0,57.0,62.0,39.0,58.0,36.0,65.0,20.33,3.0,97.61
Bendigo,3550,Greater Bendigo,94.0,153.0,114.0,142.0,108.0,144.0,135.0,193.0,90.0,113.0,20.19,3.0,94.12
Black Rock,3193,Bayside,5.0,5.0,4.0,2.0,8.0,6.0,5.0,9.0,3.0,6.0,19.61,3.0,138.78
Elliminyt,3250,Colac-Otway,5.0,0.0,3.0,4.0,11.0,7.0,7.0,1.0,4.0,6.0,19.61,3.0,94.28
White Hills,3550,Greater Bendigo,5.0,2.0,5.0,11.0,15.0,33.0,6.0,19.0,9.0,6.0,19.61,3.0,83.93
Kalimna,3909,East Gippsland,5.0,4.0,2.0,0.0,4.0,6.0,2.0,7.0,12.0,6.0,19.61,3.0,156.09
Blackburn,3130,Whitehorse,21.0,22.0,36.0,27.0,30.0,19.0,29.0,35.0,24.0,25.0,18.96,3.0,114.47
Templestowe Lower,3107,Manningham,16.0,28.0,14.0,16.0,18.0,46.0,25.0,31.0,30.0,19.0,18.63,3.0,116.53
Fawkner,3060,Merri-bek,33.0,36.0,47.0,47.0,39.0,34.0,71.0,87.0,34.0,39.0,18.13,3.0,98.78
Gisborne,3437,Macedon Ranges,11.0,41.0,78.0,80.0,58.0,37.0,34.0,73.0,49.0,13.0,18.02,3.0,126.81
Baxter,3911,Mornington Peninsula,11.0,12.0,18.0,25.0,8.0,19.0,32.0,25.0,19.0,13.0,18.02,3.0,138.28
Laverton,3028,Hobsons Bay,67.0,44.0,40.0,19.0,23.0,32.0,32.0,25.0,24.0,79.0,17.88,3.0,86.92
Taylors Hill,3037,Melton,24.0,35.0,41.0,7.0,23.0,18.0,12.0,36.0,5.0,28.0,16.6,3.0,68.51
Merbein,3505,Mildura,6.0,6.0,11.0,9.0,13.0,25.0,22.0,18.0,7.0,7.0,16.39,3.0,110.32
Middle Park,3206,Port Phillip,6.0,8.0,12.0,20.0,4.0,2.0,8.0,10.0,1.0,7.0,16.39,3.0,63.78
Sandringham,3191,Bayside,31.0,26.0,28.0,26.0,32.0,44.0,20.0,38.0,30.0,36.0,16.08,3.0,101.03
Murrumbeena,3163,Glen Eira,19.0,21.0,20.0,31.0,29.0,32.0,9.0,21.0,8.0,22.0,15.71,3.0,101.72
Officer,3809,Cardinia,35.0,28.0,33.0,44.0,74.0,43.0,34.0,58.0,33.0,40.0,14.25,3.0,110.53
Toorak,3142,Stonnington,28.0,26.0,18.0,38.0,28.0,40.0,44.0,43.0,48.0,32.0,14.23,3.0,58.43
Glenroy,3046,Merri-bek,80.0,107.0,111.0,109.0,79.0,131.0,132.0,175.0,99.0,91.0,13.73,3.0,79.52
Somerville,3912,Mornington Peninsula,22.0,26.0,33.0,29.0,31.0,33.0,37.0,43.0,50.0,25.0,13.57,3.0,133.77
Albanvale,3021,Brimbank,30.0,41.0,33.0,23.0,11.0,30.0,48.0,35.0,21.0,34.0,13.29,3.0,93.29
Watsonia,3087,Banyule,15.0,16.0,18.0,65.0,35.0,26.0,24.0,78.0,41.0,17.0,13.25,2.0,88.12
Blackburn South,3130,Whitehorse,15.0,16.0,15.0,65.0,20.0,12.0,6.0,45.0,10.0,17.0,13.25,2.0,89.96
Benalla,3672,Benalla,54.0,59.0,60.0,56.0,66.0,66.0,80.0,113.0,74.0,61.0,12.94,2.0,82.02
Parkdale,3195,Kingston,31.0,25.0,30.0,20.0,23.0,44.0,34.0,26.0,22.0,35.0,12.86,2.0,83.09
Crib Point,3919,Mornington Peninsula,8.0,3.0,18.0,10.0,8.0,14.0,50.0,39.0,17.0,9.0,12.35,2.0,145.07
Montrose,3765,Yarra Ranges,8.0,17.0,21.0,29.0,32.0,32.0,19.0,67.0,35.0,9.0,12.35,2.0,108.99
Montmorency,3094,Banyule,8.0,7.0,15.0,8.0,3.0,4.0,14.0,13.0,13.0,9.0,12.35,2.0,106.14
Altona North,3025,Hobsons Bay,58.0,40.0,53.0,72.0,39.0,73.0,149.0,82.0,33.0,65.0,12.05,2.0,80.39
Melton,3337,Melton,100.0,120.0,95.0,157.0,90.0,125.0,146.0,149.0,105.0,111.0,10.99,2.0,102.45
Brunswick East,3057,Merri-bek,28.0,15.0,26.0,70.0,27.0,25.0,16.0,24.0,27.0,31.0,10.68,2.0,77.31
Portland,3305,Glenelg,59.0,55.0,115.0,62.0,67.0,97.0,150.0,99.0,82.0,65.0,10.15,2.0,88.72
Churchill,3842,Latrobe,20.0,18.0,28.0,15.0,19.0,24.0,60.0,27.0,10.0,22.0,9.95,2.0,98.35
Yarra Glen,3775,Yarra Ranges,10.0,5.0,8.0,3.0,17.0,5.0,11.0,5.0,7.0,11.0,9.9,2.0,82.14
Williamstown North,3016,Hobsons Bay,10.0,16.0,5.0,10.0,5.0,6.0,5.0,10.0,9.0,11.0,9.9,2.0,109.64
Moe,3825,Latrobe,132.0,149.0,252.0,148.0,126.0,238.0,148.0,194.0,159.0,145.0,9.84,2.0,116.13
Lynbrook,3975,Casey,22.0,21.0,36.0,41.0,21.0,26.0,9.0,59.0,16.0,24.0,9.05,2.0,87.21
Kurunjang,3337,Melton,22.0,23.0,42.0,29.0,24.0,18.0,30.0,54.0,16.0,24.0,9.05,2.0,92.51
Kennington,3550,Greater Bendigo,11.0,24.0,23.0,5.0,13.0,17.0,18.0,36.0,18.0,12.0,9.01,2.0,69.27
Bonbeach,3196,Kingston,24.0,37.0,38.0,23.0,40.0,32.0,23.0,25.0,2.0,26.0,8.3,2.0,105.34
Torquay,3228,Surf Coast,12.0,24.0,24.0,10.0,20.0,22.0,28.0,17.0,23.0,13.0,8.26,2.0,126.72
Albion,3020,Brimbank,27.0,9.0,22.0,46.0,48.0,35.0,22.0,15.0,51.0,29.0,7.38,2.0,107.12
Leopold,3224,Greater Geelong,14.0,10.0,6.0,17.0,22.0,16.0,13.0,20.0,6.0,15.0,7.09,2.0,94.44
Dingley Village,3172,Kingston,31.0,46.0,77.0,66.0,78.0,39.0,24.0,44.0,22.0,33.0,6.43,2.0,122.22
Beaconsfield,3807,Cardinia,21.0,38.0,16.0,37.0,54.0,29.0,31.0,35.0,7.0,22.0,4.74,2.0,83.14
Altona Meadows,3028,Hobsons Bay,64.0,57.0,50.0,42.0,45.0,54.0,73.0,131.0,56.0,67.0,4.68,2.0,92.31
Kew,3101,Boroondara,74.0,73.0,75.0,87.0,63.0,65.0,52.0,76.0,42.0,77.0,4.05,2.0,31.35
Skye,3977,Frankston,26.0,28.0,20.0,40.0,41.0,35.0,29.0,35.0,48.0,27.0,3.83,2.0,105.7
North Melbourne,3051,Melbourne,105.0,125.0,138.0,105.0,110.0,78.0,84.0,138.0,102.0,109.0,3.81,2.0,46.67
Keilor Downs,3038,Brimbank,53.0,25.0,28.0,38.0,49.0,33.0,42.0,35.0,18.0,55.0,3.77,2.0,78.44
Echuca,3564,Campaspe,39.0,74.0,74.0,81.0,40.0,64.0,97.0,91.0,85.0,40.0,2.56,2.0,84.56
