,locality,Median 2013,Median 2014,Median 2015,Median 2016,Median 2017,Median 2018,Median 2019,Median 2020,Median 2021,Median 2022,Postcode
218,Dingley Village,553500.0,607000.0,690000.0,775500.0,887000.0,840500.0,810000.0,930000.0,1050000.0,1230000.0,3172
219,Dinner Plain,390000.0,309000.0,359000.0,400000.0,412500.0,510000.0,520000.0,565000.0,757500.0,900000.0,3898
220,Donald,140000.0,120000.0,125000.0,145000.0,122000.0,145000.0,136000.0,145000.0,168500.0,225000.0,3480
221,Doncaster,850000.0,999000.0,1176000.0,1297500.0,1366500.0,1320000.0,1270000.0,1280000.0,1496000.0,1572500.0,Unknown
222,Doncaster East,789000.0,894500.0,1113500.0,1230000.0,1360000.0,1222000.0,1198000.0,1255000.0,1500000.0,1570500.0,3109
223,Donnybrook,,,,,,530000.0,540000.0,620000.0,607000.0,665000.0,3064
224,Donvale,735000.0,840000.0,964000.0,970000.0,1201000.0,1182500.0,1140000.0,1195000.0,1350000.0,1318000.0,3111
225,Doreen,415000.0,430000.0,440000.0,470500.0,550000.0,601000.0,598000.0,625000.0,707000.0,721000.0,3754
226,Doveton,302000.0,310500.0,348000.0,405000.0,490000.0,543500.0,471500.0,500000.0,588000.0,625000.0,3177
227,Dromana,462000.0,492000.0,552000.0,583000.0,690000.0,786000.0,715000.0,762500.0,987500.0,999000.0,3936
228,Drouin,300000.0,311000.0,320000.0,347000.0,390000.0,455000.0,440000.0,470000.0,570000.0,622000.0,Unknown
229,Drumcondra,802500.0,742000.0,787500.0,777500.0,858500.0,1025500.0,900000.0,1157500.0,1665000.0,,3215
230,Drysdale,390000.0,405000.0,410000.0,409000.0,436500.0,515000.0,575500.0,585000.0,690000.0,805000.0,3222
231,Dunkeld,210000.0,177500.0,191500.0,207500.0,210000.0,297500.0,225000.0,287500.0,575500.0,,3294
232,Dunolly,182500.0,170000.0,167500.0,180000.0,179000.0,206500.0,234500.0,209500.0,265000.0,419000.0,3472
233,Eagle Point,227000.0,281500.0,335000.0,267500.0,250000.0,300000.0,360000.0,397500.0,400000.0,422000.0,3878
234,Eaglehawk,264000.0,274000.0,283000.0,270000.0,295000.0,315000.0,321500.0,360000.0,440500.0,485000.0,Unknown
235,Eaglemont,1340000.0,1522500.0,1730000.0,1895500.0,1963000.0,1955000.0,1863000.0,2000000.0,2400000.0,2475000.0,3084
236,East Bairnsdale,226000.0,160000.0,202500.0,212500.0,222000.0,227000.0,235000.0,320000.0,355000.0,357000.0,3875
237,East Bendigo,285000.0,330000.0,300000.0,303500.0,335000.0,318000.0,390000.0,389500.0,460000.0,501500.0,3550
238,East Geelong,450000.0,427000.0,440000.0,512500.0,600000.0,637000.0,632500.0,815000.0,920000.0,846000.0,3219
239,East Melbourne,1790000.0,1850000.0,2750000.0,3655000.0,3585000.0,2675000.0,3350000.0,2675000.0,3300000.0,5820000.0,3002
240,East Warburton,289500.0,275000.0,305000.0,369000.0,392500.0,428500.0,458000.0,532500.0,645000.0,523000.0,3799
241,Eastwood,335000.0,342000.0,335000.0,357500.0,380000.0,385000.0,410000.0,415000.0,535000.0,552500.0,3875
242,Echuca,285000.0,285000.0,300000.0,310000.0,320000.0,365000.0,370000.0,412000.0,468000.0,526000.0,Unknown
243,Edenhope,160000.0,130000.0,115000.0,144500.0,160000.0,147000.0,169500.0,143000.0,202500.0,161500.0,3318
244,Edithvale,615000.0,670000.0,766000.0,930000.0,1058500.0,1047500.0,950000.0,1029500.0,1240000.0,1346500.0,3196
245,Eildon,210000.0,205000.0,208500.0,210000.0,225000.0,258000.0,251500.0,285000.0,350000.0,480000.0,Unknown
246,Elliminyt,332000.0,313000.0,318000.0,364000.0,366500.0,385000.0,445000.0,470000.0,511000.0,645000.0,3250
247,Elmore,184000.0,176000.0,200000.0,220000.0,162000.0,227500.0,235000.0,245000.0,332500.0,415000.0,3558
248,Elsternwick,1365000.0,1315000.0,1621000.0,1723500.0,2087500.0,1970000.0,1825000.0,2081000.0,2175000.0,2234000.0,3185
249,Eltham,631500.0,670000.0,750000.0,820000.0,930000.0,942500.0,928000.0,995000.0,1225500.0,1290000.0,Unknown
250,Eltham North,622000.0,680000.0,758000.0,850500.0,900000.0,930500.0,930000.0,1050000.0,1237500.0,1042000.0,3095
251,Elwood,1350000.0,1412500.0,1631000.0,1830000.0,1900000.0,2140000.0,1950000.0,2110000.0,2210000.0,2340000.0,3184
252,Emerald,440000.0,449500.0,502000.0,545000.0,660500.0,730000.0,660000.0,730000.0,882000.0,930000.0,3782
253,Endeavour Hills,400000.0,432000.0,496500.0,550000.0,630500.0,651000.0,620000.0,672000.0,750000.0,810000.0,3802
254,Epping,366500.0,386500.0,400000.0,455000.0,556000.0,600000.0,546000.0,577000.0,652500.0,700000.0,3076
255,Epsom,322500.0,342500.0,340000.0,340000.0,352000.0,357000.0,371500.0,431000.0,527500.0,600000.0,3551
256,Essendon,870000.0,942000.0,1228000.0,1365000.0,1400000.0,1682000.0,1450000.0,1520000.0,1717500.0,1783000.0,Unknown
257,Essendon North,725000.0,840000.0,808000.0,875000.0,1100000.0,1145000.0,1100000.0,1260000.0,1387500.0,1335000.0,3041
258,Essendon West,720000.0,785000.0,920000.0,962500.0,1296000.0,1221000.0,1180000.0,1275000.0,1317500.0,1165000.0,3040
259,Eumemmerring,353000.0,365000.0,408500.0,450500.0,517500.0,622000.0,540000.0,556500.0,646000.0,775000.0,3177
260,Eureka,243500.0,259000.0,247500.0,275000.0,251500.0,315500.0,360000.0,412500.0,430000.0,535000.0,3350
261,Euroa,208000.0,230000.0,235500.0,265000.0,239000.0,270000.0,309000.0,360000.0,407500.0,387500.0,3666
262,Eynesbury,390500.0,390000.0,403500.0,459000.0,484000.0,550000.0,555000.0,600000.0,676500.0,715000.0,3338
263,Fairfield,915000.0,945000.0,1111500.0,1303000.0,1496000.0,1316000.0,1295000.0,1395500.0,1700000.0,1540000.0,3078
264,Fairhaven,785000.0,955000.0,897500.0,1052500.0,880000.0,1020000.0,1395000.0,1478000.0,1860000.0,2722000.0,3231
265,Fawkner,410000.0,444000.0,510000.0,587500.0,705000.0,720000.0,665000.0,715000.0,815000.0,815000.0,3060
266,Ferntree Gully,451000.0,505000.0,599000.0,660000.0,749000.0,732500.0,692000.0,750000.0,865000.0,900000.0,Unknown
267,Ferny Creek,497500.0,492500.0,621000.0,735000.0,798000.0,830000.0,800000.0,908000.0,1120000.0,1022500.0,3786
268,Fingal,677500.0,730000.0,857500.0,840000.0,1000000.0,1350000.0,1240000.0,1312500.0,1807500.0,1667500.0,3939
269,Fitzroy,945000.0,1130000.0,1297500.0,1600000.0,1625000.0,1450000.0,1400000.0,1400000.0,1477500.0,1542500.0,Unknown
270,Fitzroy North,976000.0,1014000.0,1188000.0,1279000.0,1450000.0,1475000.0,1385000.0,1600000.0,1720000.0,1760000.0,3068
271,Fiveways,355000.0,315000.0,380000.0,417500.0,525000.0,542500.0,485000.0,530000.0,751500.0,949500.0,Unknown
272,Flemington,735500.0,730000.0,830000.0,918000.0,1100000.0,926500.0,1000000.0,1035000.0,1251000.0,1430000.0,3031
273,Flinders,765000.0,808000.0,839000.0,1225000.0,1525000.0,1697500.0,1670000.0,2085000.0,2667500.0,3845000.0,3929
274,Flora Hill,310000.0,323500.0,321000.0,325000.0,335000.0,352500.0,370000.0,395000.0,481000.0,550000.0,3550
275,Flowerdale,292500.0,170000.0,255000.0,237500.0,310000.0,390000.0,287500.0,400000.0,475000.0,480000.0,3717
276,Footscray,600000.0,645000.0,690500.0,775000.0,881000.0,899000.0,812000.0,880000.0,975000.0,996000.0,Unknown
277,Forest Hill,650500.0,721000.0,892000.0,933500.0,1060000.0,935000.0,900000.0,986000.0,1208500.0,1245000.0,3131
278,Foster,298000.0,315000.0,325000.0,315000.0,320000.0,333500.0,330000.0,387500.0,450000.0,495000.0,Unknown
279,Frankston,350000.0,372000.0,426000.0,474000.0,600000.0,605000.0,581000.0,621500.0,750000.0,779000.0,Unknown
280,Frankston North,255000.0,269000.0,297000.0,352000.0,470000.0,502000.0,423000.0,450000.0,580000.0,615000.0,3200
281,Frankston South,535000.0,560000.0,620000.0,690000.0,815500.0,855000.0,817500.0,860000.0,1150000.0,1076000.0,3199
282,Fraser Rise,455000.0,490000.0,465000.0,483000.0,541000.0,615000.0,595000.0,625000.0,677500.0,706000.0,3336
283,Fyansford,386500.0,478000.0,688000.0,592500.0,610000.0,650000.0,660000.0,800500.0,832500.0,985000.0,3218
284,Garden City,1055000.0,1055000.0,1320000.0,1440000.0,1650000.0,1507500.0,1375000.0,1602500.0,2074500.0,2015000.0,3207
285,Gardenvale,1150000.0,1180000.0,1348000.0,1857500.0,1880000.0,1830000.0,1740000.0,1900000.0,2120000.0,,3185
286,Garfield,405000.0,355000.0,370000.0,405000.0,414500.0,540000.0,518000.0,590000.0,715000.0,795000.0,Unknown
287,Geelong,500000.0,512000.0,607500.0,590000.0,735000.0,750000.0,720000.0,883500.0,950000.0,850000.0,Unknown
288,Geelong West,440000.0,469000.0,490000.0,543500.0,654000.0,713000.0,675000.0,749500.0,885000.0,1100000.0,3218
289,Gembrook,344000.0,400000.0,440000.0,525000.0,565000.0,610000.0,650000.0,680000.0,789500.0,820000.0,3783
290,Gisborne,496000.0,510000.0,550000.0,635000.0,655000.0,770000.0,730000.0,810000.0,900000.0,1125000.0,Unknown
291,Gladstone Park,392500.0,400000.0,460000.0,525000.0,645000.0,630000.0,636500.0,640000.0,728000.0,745000.0,3043
292,Glen Huntly,977500.0,1135000.0,1350000.0,1330000.0,1415000.0,1253000.0,1440000.0,1395000.0,2002500.0,824000.0,3163
293,Glen Iris,1310000.0,1500000.0,1800000.0,1935000.0,2025000.0,1927500.0,1967000.0,2130000.0,2470000.0,2150000.0,3146
294,Glen Waverley,815000.0,960000.0,1212500.0,1221000.0,1337500.0,1300000.0,1287500.0,1302500.0,1554500.0,1650000.0,3150
295,Glengarry,232500.0,283000.0,286000.0,277500.0,310000.0,300000.0,324000.0,388000.0,490000.0,615000.0,Unknown
296,Glenrowan,230000.0,239000.0,225000.0,272500.0,300000.0,265000.0,372500.0,375000.0,500000.0,516000.0,Unknown
297,Glenroy,454000.0,500000.0,560000.0,600000.0,730000.0,725000.0,700000.0,740000.0,835500.0,815000.0,3046
298,Golden Beach,169500.0,172500.0,180000.0,212500.0,209500.0,225500.0,220000.0,270000.0,325000.0,375000.0,3851
299,Golden Point (Ballarat),265000.0,265000.0,259500.0,295000.0,305000.0,347500.0,370000.0,430000.0,520000.0,557500.0,Unknown
300,Golden Square,295000.0,305000.0,306000.0,315000.0,320000.0,334000.0,340000.0,377500.0,468000.0,530000.0,3555
301,Gordon,278500.0,303000.0,290000.0,330000.0,404000.0,402500.0,495000.0,618000.0,632500.0,1022500.0,3345
302,Goughs Bay,257500.0,247500.0,265000.0,235000.0,257500.0,345500.0,299500.0,360000.0,499500.0,705000.0,3723
303,Gowanbrae,616500.0,557500.0,573000.0,619000.0,790000.0,727500.0,700500.0,739000.0,940000.0,1010000.0,3043
304,Grantville,215000.0,255000.0,250000.0,272500.0,339500.0,402500.0,397500.0,440000.0,537500.0,570500.0,3984
305,Green Lake,262500.0,254500.0,281500.0,305000.0,280000.0,270000.0,290000.0,360000.0,375000.0,440000.0,Unknown
306,Greensborough,534000.0,574000.0,635000.0,717000.0,830000.0,815000.0,798000.0,850000.0,1001000.0,980000.0,3088
307,Greenvale,550000.0,539500.0,500000.0,510000.0,650000.0,720000.0,715000.0,720000.0,820000.0,820000.0,3059
308,Grovedale,352000.0,362000.0,370000.0,400000.0,432000.0,495000.0,505000.0,550000.0,655000.0,698500.0,Unknown
309,Hadfield,461500.0,500000.0,550000.0,624500.0,740500.0,741500.0,730000.0,745000.0,890000.0,920000.0,3046
310,Hallam,362500.0,380000.0,424000.0,458500.0,580000.0,630000.0,550000.0,600000.0,700000.0,720000.0,3803
311,Halls Gap,184500.0,224500.0,245000.0,272500.0,280000.0,355000.0,320000.0,350000.0,468000.0,570000.0,3381
312,Hamilton,192500.0,200000.0,200000.0,217000.0,190000.0,225000.0,209500.0,255000.0,339000.0,360000.0,3300
313,Hamlyn Heights,363500.0,366500.0,382500.0,415000.0,500000.0,545000.0,540000.0,562000.0,710000.0,804000.0,3215
314,Hampton,1270000.0,1340000.0,1650000.0,1800000.0,2020000.0,1905000.0,1900000.0,2000000.0,2420000.0,2020000.0,Unknown
315,Hampton East,770000.0,862500.0,1020000.0,1200000.0,1340000.0,1230000.0,1211500.0,1290500.0,1527500.0,1500000.0,3188
316,Hampton Park,330000.0,337500.0,370000.0,410000.0,505000.0,550000.0,502000.0,538000.0,620000.0,660000.0,3976
317,Harcourt,309000.0,358000.0,295000.0,377500.0,385000.0,375000.0,420000.0,527500.0,604000.0,615000.0,Unknown
318,Harkness,330000.0,340000.0,350000.0,360000.0,420000.0,485000.0,475000.0,490000.0,535000.0,590000.0,3337
319,Hastings,345000.0,368000.0,365000.0,400000.0,507500.0,519500.0,506000.0,562000.0,653000.0,733000.0,3915
320,Hastings West,280000.0,277000.0,289500.0,338000.0,425000.0,480000.0,430000.0,487500.0,590000.0,675000.0,Unknown
321,Hawthorn,1575000.0,1606500.0,1916500.0,2245000.0,2650000.0,2506500.0,2200000.0,2500000.0,2830000.0,2485000.0,Unknown
322,Hawthorn East,1247500.0,1554000.0,1850000.0,1890000.0,2350000.0,2221500.0,2087500.0,2383000.0,2275000.0,1791500.0,3123
323,Healesville,385500.0,400000.0,447500.0,457000.0,550000.0,601000.0,580000.0,602500.0,750000.0,800000.0,Unknown
324,Heathcote,227500.0,260000.0,240000.0,268500.0,275000.0,310000.0,335000.0,365000.0,390000.0,500000.0,Unknown
325,Heatherton,630000.0,712000.0,771000.0,845000.0,981000.0,935000.0,965000.0,964000.0,1145000.0,1222500.0,3202
326,Heathmont,589000.0,638000.0,760000.0,789000.0,925000.0,932000.0,873000.0,930000.0,1091500.0,1117500.0,3135
327,Heidelberg,772500.0,840500.0,1060000.0,1150000.0,1280000.0,1114000.0,1107500.0,1283000.0,1465000.0,1565000.0,Unknown
328,Heidelberg Heights,536500.0,555000.0,676500.0,750000.0,843000.0,820000.0,790000.0,803000.0,1000000.0,952500.0,3081
329,Heidelberg West,425500.0,461000.0,580000.0,630000.0,730000.0,700000.0,670000.0,719500.0,804500.0,780000.0,3081
330,Hepburn,291000.0,330000.0,395000.0,375000.0,440000.0,425000.0,452500.0,535000.0,695000.0,675000.0,Unknown
331,Hepburn Springs,340000.0,350000.0,380000.0,414000.0,515000.0,490000.0,595000.0,570000.0,825000.0,850000.0,3461
332,Herne Hill,350000.0,357000.0,368500.0,402000.0,490000.0,550000.0,534000.0,600000.0,738000.0,785000.0,3218
333,Heyfield,200000.0,180000.0,182500.0,195000.0,178500.0,193000.0,195000.0,230000.0,330000.0,435000.0,3858
334,Heywood,142000.0,150000.0,173000.0,160000.0,164000.0,166000.0,178000.0,185000.0,240000.0,265000.0,3304
335,Highett,750000.0,850000.0,992500.0,1175000.0,1318500.0,1275000.0,1234000.0,1325000.0,1585500.0,1560000.0,3190
336,Highton,477500.0,510000.0,505000.0,555000.0,622500.0,681000.0,690000.0,744000.0,888500.0,975000.0,3216
337,Hillside (Melton),430000.0,440000.0,470000.0,525500.0,620000.0,647000.0,641000.0,680000.0,730000.0,785000.0,Unknown
338,Hopetoun,88000.0,95500.0,75000.0,80000.0,92000.0,86000.0,66000.0,150000.0,157000.0,214500.0,Unknown
339,Hoppers Crossing,321500.0,340000.0,365500.0,415000.0,516000.0,552000.0,526500.0,550000.0,590000.0,620000.0,3029
340,Horsham,215000.0,215000.0,240000.0,245000.0,262500.0,255000.0,269000.0,260000.0,345000.0,380000.0,3400
341,Hughesdale,820000.0,856000.0,1165000.0,1222500.0,1407000.0,1260000.0,1150500.0,1300000.0,1507500.0,1625000.0,3166
342,Huntingdale,659000.0,728000.0,835000.0,924500.0,1132000.0,1010000.0,914000.0,1090000.0,1299500.0,1225000.0,3166
343,Huntly,337500.0,325000.0,355000.0,340000.0,335000.0,357500.0,367500.0,388000.0,486000.0,548000.0,Unknown
344,Hurstbridge,482000.0,482000.0,547500.0,614500.0,714000.0,731000.0,700000.0,775000.0,900000.0,1390000.0,3099
345,Indented Head,390000.0,385000.0,382500.0,395000.0,455000.0,575500.0,606000.0,590000.0,750000.0,875000.0,3223
346,Inglewood,160000.0,145000.0,200000.0,152500.0,182500.0,180000.0,185000.0,214000.0,320000.0,425500.0,3517
347,Inverloch,431000.0,440000.0,425000.0,442500.0,495000.0,598000.0,590000.0,665000.0,890500.0,927500.0,3996
348,Invermay Park,378000.0,387000.0,405000.0,377500.0,391000.0,465000.0,475000.0,485000.0,680000.0,725000.0,3350
349,Ironbark,277000.0,280000.0,292500.0,365000.0,280000.0,320000.0,304000.0,438500.0,523000.0,530000.0,3550
350,Irymple,248000.0,228500.0,268000.0,257500.0,291000.0,310000.0,386500.0,354000.0,425000.0,519000.0,3498
351,Ivanhoe,1100000.0,1206000.0,1125000.0,1400000.0,1547500.0,1600000.0,1590000.0,1630000.0,1830000.0,1927500.0,Unknown
352,Ivanhoe East,1310000.0,1513000.0,1542500.0,1764500.0,1975000.0,1914000.0,1775000.0,2055000.0,2207500.0,2670000.0,3079
353,Jacana,334000.0,342500.0,375000.0,423000.0,571500.0,555000.0,512500.0,555000.0,626000.0,637500.0,3047
354,Jackass Flat,287500.0,360000.0,350500.0,345500.0,299000.0,310000.0,331500.0,401000.0,460000.0,542500.0,3556
355,Jamieson,205000.0,210000.0,258500.0,220000.0,266500.0,265000.0,311500.0,345000.0,410000.0,686000.0,3723
356,Jan Juc,555000.0,595000.0,615000.0,716000.0,850000.0,905000.0,870000.0,964000.0,1333500.0,1317500.0,3228
357,Jeeralang North,145500.0,187500.0,175000.0,140000.0,248000.0,170000.0,235000.0,240000.0,282000.0,335500.0,Unknown
358,Jeparit,80500.0,63000.0,89000.0,124000.0,66500.0,77000.0,81000.0,110000.0,129000.0,145000.0,3423
359,Junction Village,312000.0,320000.0,370000.0,389000.0,436000.0,509000.0,483500.0,515000.0,605000.0,,3977
360,Junortoun,490000.0,508500.0,417500.0,490000.0,512500.0,506500.0,530000.0,598000.0,682000.0,910500.0,3551
361,Kalimna,230000.0,285000.0,300000.0,270000.0,276500.0,326500.0,292500.0,350000.0,469000.0,589000.0,Unknown
362,Kalkallo,450000.0,450000.0,180000.0,432500.0,529500.0,548000.0,538000.0,555000.0,613500.0,635000.0,3064
363,Kallista,425000.0,465000.0,523000.0,567500.0,676000.0,737500.0,700000.0,715000.0,910000.0,1025000.0,3791
364,Kalorama,442500.0,451000.0,496000.0,533000.0,670000.0,686500.0,645000.0,697500.0,822000.0,1126000.0,3766
365,Kangaroo Flat,292500.0,300000.0,303000.0,300000.0,310000.0,325000.0,340000.0,380000.0,465000.0,545000.0,3555
366,Kangaroo Ground South,615000.0,655000.0,650000.0,670000.0,853500.0,930000.0,815500.0,970000.0,1217000.0,1150000.0,Unknown
367,Kaniva,75000.0,87500.0,100000.0,120000.0,157500.0,164000.0,169500.0,115000.0,174000.0,126000.0,3419
368,Kealba,370000.0,390000.0,400000.0,470000.0,595000.0,612000.0,596000.0,600000.0,655000.0,755000.0,3021
369,Keilor,572500.0,633000.0,703000.0,805000.0,845000.0,815000.0,836500.0,885000.0,1066000.0,953000.0,Unknown
370,Keilor Downs,403500.0,429000.0,496500.0,562000.0,670000.0,660000.0,630000.0,660000.0,775000.0,720000.0,3038
371,Keilor East,560000.0,599000.0,651000.0,720000.0,843000.0,830000.0,835000.0,842000.0,999000.0,1032500.0,3033
372,Keilor Lodge,490000.0,500000.0,555500.0,607500.0,760000.0,715000.0,740000.0,757500.0,842500.0,820000.0,3038
373,Keilor Park,455000.0,512500.0,565000.0,650000.0,741000.0,770000.0,704000.0,735000.0,820500.0,950000.0,3042
374,Kennington,351500.0,345000.0,334000.0,355000.0,372000.0,383500.0,374000.0,428500.0,550000.0,595000.0,3550
375,Kensington,690000.0,737500.0,823500.0,908000.0,1019000.0,1020000.0,978000.0,1106500.0,1165000.0,1219000.0,3031
376,Kerang,152000.0,145000.0,152000.0,167000.0,160000.0,177000.0,170000.0,198500.0,238000.0,267500.0,Unknown
377,Kew,1751000.0,1950000.0,2080000.0,2207500.0,2320000.0,2385000.0,2345000.0,2253000.0,2752500.0,2300000.0,Unknown
378,Kew East,1210000.0,1314000.0,1600000.0,1655000.0,1876000.0,1800000.0,1837000.0,1785000.0,1990000.0,,3102
379,Kew North,1260000.0,1301000.0,1665000.0,1827500.0,1880000.0,1767500.0,1833000.0,1840000.0,2050000.0,2169000.0,Unknown
380,Keysborough,435000.0,456500.0,559500.0,650000.0,730000.0,745000.0,740000.0,762500.0,916000.0,935000.0,3173
381,Kialla,360000.0,365000.0,367500.0,374000.0,390000.0,418000.0,450000.0,482500.0,544000.0,622500.0,Unknown
382,Kilcunda,375000.0,320000.0,400000.0,480000.0,504000.0,496000.0,533000.0,702500.0,870000.0,810000.0,3995
383,Killara (Wodonga),351000.0,346000.0,360000.0,425000.0,400000.0,420000.0,453500.0,447500.0,560000.0,632000.0,Unknown
384,Kilmore,327500.0,319000.0,336500.0,333000.0,387500.0,440000.0,435000.0,477000.0,549000.0,617000.0,Unknown
385,Kilsyth,435000.0,460000.0,548500.0,620000.0,698500.0,685500.0,645000.0,677500.0,780500.0,855500.0,Unknown
386,Kilsyth South,542500.0,575000.0,676000.0,738000.0,845000.0,826000.0,780500.0,870000.0,977500.0,1185000.0,3137
387,Kinglake,330000.0,318000.0,340000.0,346000.0,458000.0,480000.0,555000.0,600000.0,640000.0,797500.0,Unknown
388,Kings Park,315000.0,325000.0,355000.0,415000.0,532500.0,550000.0,510000.0,550000.0,600000.0,650000.0,3021
389,Kingsbury,470000.0,502500.0,560000.0,610000.0,731000.0,730000.0,660000.0,732500.0,847000.0,752500.0,3083
390,Kingsville,635000.0,703500.0,785000.0,925000.0,1020000.0,990000.0,1010000.0,970000.0,1225000.0,1180000.0,Unknown
391,Knoxfield,500000.0,580000.0,681000.0,740000.0,870000.0,815000.0,760000.0,810000.0,980000.0,1040000.0,3180
392,Koo Wee Rup,315000.0,335000.0,345000.0,400000.0,450500.0,508500.0,550000.0,540000.0,610000.0,700000.0,Unknown
393,Koondrook,147500.0,155000.0,198500.0,165000.0,247500.0,268000.0,212500.0,254000.0,322500.0,237000.0,3580
394,Kooyong,1417500.0,2900000.0,3400000.0,2762500.0,3950000.0,2630000.0,3585000.0,3500000.0,3150000.0,,3144
395,Koroit,275000.0,300000.0,296000.0,294000.0,325000.0,352000.0,347500.0,390000.0,495000.0,524000.0,3282
396,Korumburra,236000.0,222500.0,262500.0,257500.0,292000.0,317500.0,319500.0,391000.0,480000.0,525000.0,Unknown
397,Kurunjang,287000.0,280000.0,289500.0,310000.0,370000.0,435000.0,420000.0,432000.0,486000.0,552500.0,3337
398,Kyabram,237000.0,235000.0,240000.0,234000.0,239000.0,261000.0,263000.0,280000.0,319500.0,395000.0,Unknown
399,Kyneton,369000.0,400000.0,425500.0,455000.0,495000.0,550000.0,595000.0,614000.0,765000.0,890000.0,Unknown
400,Lake Boga,200000.0,143500.0,245000.0,222500.0,182500.0,232500.0,239000.0,230000.0,315000.0,343000.0,3584
401,Lake Bunga,197500.0,162500.0,270000.0,270000.0,392500.0,380000.0,300000.0,350000.0,600000.0,829500.0,3909
402,Lake Gardens,445000.0,445000.0,461000.0,485000.0,461500.0,575000.0,552500.0,607500.0,692500.0,755000.0,3355
403,Lake Tyers Beach,270000.0,354000.0,330000.0,268500.0,362500.0,300000.0,357500.0,375000.0,505000.0,830000.0,3909
404,Lake Wendouree,634000.0,650000.0,685000.0,700000.0,790000.0,775000.0,855000.0,1000000.0,1250000.0,1032500.0,3350
405,Lakes Entrance,269500.0,254000.0,255500.0,280000.0,281500.0,328000.0,300000.0,350000.0,420000.0,540000.0,3909
406,Lalor,365000.0,385000.0,445000.0,499500.0,625500.0,625000.0,590000.0,623000.0,700000.0,726000.0,3075
407,Lancefield,377500.0,362000.0,360000.0,360000.0,416000.0,456000.0,500000.0,540000.0,685000.0,625000.0,3435
408,Lang Lang,285000.0,295000.0,316500.0,355000.0,390000.0,475000.0,495000.0,540000.0,657000.0,712500.0,Unknown
409,Langwarrin,385000.0,420000.0,450000.0,503000.0,600000.0,642500.0,615000.0,660000.0,810000.0,860000.0,Unknown
410,Lara,350000.0,340000.0,348000.0,355000.0,430000.0,515000.0,495000.0,535000.0,685000.0,765000.0,3212
411,Lara Lake,363500.0,398000.0,375000.0,395000.0,450500.0,525000.0,535500.0,575000.0,664500.0,694500.0,Unknown
412,Launching Place,330000.0,337500.0,366000.0,435000.0,490000.0,531000.0,554000.0,572500.0,688500.0,820000.0,3139
413,Laverton,325000.0,358000.0,377500.0,429000.0,535000.0,579000.0,529000.0,560000.0,605000.0,607500.0,Unknown
414,Laverton South,392500.0,425000.0,450000.0,528500.0,610500.0,646000.0,622500.0,647500.0,725000.0,807500.0,Unknown
415,Leitchville,98000.0,67500.0,100000.0,126500.0,100000.0,109500.0,106000.0,123500.0,220000.0,295000.0,3567
416,Leneva,361500.0,372500.0,370500.0,376000.0,397500.0,387500.0,426000.0,470000.0,554000.0,635000.0,3691
417,Leongatha,300000.0,295500.0,305000.0,305000.0,320000.0,360000.0,370000.0,426000.0,505000.0,540000.0,Unknown
418,Leopold,360000.0,366500.0,365000.0,407000.0,447000.0,500500.0,510000.0,535000.0,652000.0,700000.0,3224
419,Lilydale,469000.0,482500.0,534000.0,633500.0,710500.0,705000.0,675500.0,718000.0,850000.0,851000.0,3140
420,Lindenow,200000.0,226000.0,212500.0,212000.0,245000.0,313500.0,282500.0,282500.0,385000.0,452500.0,Unknown
421,Lismore,110000.0,109000.0,115000.0,141500.0,155000.0,132500.0,144500.0,220000.0,176000.0,280000.0,3324
422,Loch,279000.0,242500.0,241000.0,339500.0,300000.0,398000.0,395000.0,444000.0,450000.0,,Unknown
423,Loch Sport,166000.0,153500.0,145000.0,178000.0,182000.0,230000.0,244000.0,247000.0,322000.0,417500.0,3851
424,Lockington,175000.0,174000.0,220000.0,196000.0,149000.0,183000.0,222000.0,195000.0,243000.0,350000.0,3563
425,Long Gully,230000.0,255000.0,244000.0,240000.0,256000.0,269000.0,280000.0,299500.0,385000.0,503500.0,3550
426,Longwarry,289500.0,297500.0,307000.0,334000.0,377000.0,403000.0,406000.0,427500.0,510000.0,525000.0,Unknown
427,Lorne,840000.0,815000.0,895000.0,765000.0,1150000.0,1275000.0,1295000.0,1497500.0,1830000.0,1445000.0,3232
428,Lovely Banks,360500.0,406500.0,388500.0,470000.0,460000.0,525000.0,570000.0,565000.0,662500.0,763000.0,3213
429,Lower Plenty,680500.0,675000.0,770000.0,900000.0,980000.0,1055000.0,950000.0,907000.0,1220000.0,1558000.0,3093
430,Lucas,348000.0,355000.0,389000.0,345000.0,349500.0,395000.0,431000.0,465000.0,585000.0,681500.0,3350
431,Lucknow,235000.0,229000.0,230000.0,244500.0,261500.0,280000.0,275000.0,314500.0,355000.0,300000.0,3875
432,Lynbrook,430000.0,460000.0,500000.0,542500.0,595000.0,640000.0,623000.0,660000.0,750000.0,805000.0,3975
433,Lyndhurst,465000.0,482500.0,550000.0,585000.0,625000.0,695000.0,665500.0,701500.0,815500.0,949000.0,3975
434,Lysterfield,681500.0,670000.0,780000.0,857500.0,995500.0,976500.0,956500.0,994500.0,1130000.0,1166000.0,Unknown
435,Lysterfield South,931500.0,1000000.0,1018500.0,1240000.0,1300000.0,1275000.0,775000.0,1410000.0,1618000.0,,3156
436,Macedon,490000.0,460000.0,532500.0,585000.0,696000.0,815000.0,800000.0,883000.0,1130000.0,950000.0,Unknown
