Suburb/Town Name,Postcode,Local Government Area,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,%_crime_change,crime_quartile,%_property_incr
Redan,3350,Ballarat,23.0,17.0,22.0,23.0,44.0,30.0,17.0,15.0,21.0,35.0,51.95,3.0,103.6
West Wodonga,3690,Wodonga,33.0,50.0,53.0,46.0,59.0,91.0,71.0,92.0,46.0,50.0,51.36,3.0,74.31
Patterson Lakes,3197,Kingston,22.0,32.0,22.0,13.0,44.0,20.0,27.0,25.0,16.0,33.0,49.77,3.0,99.61
Drysdale,3222,Greater Geelong,8.0,18.0,8.0,18.0,11.0,7.0,6.0,11.0,6.0,12.0,49.38,3.0,106.41
Elmore,3558,Greater Bendigo,4.0,3.0,10.0,2.0,3.0,3.0,11.0,5.0,1.0,6.0,48.78,3.0,125.54
Flowerdale,3717,Murrindindi,4.0,4.0,3.0,0.0,6.0,4.0,5.0,0.0,10.0,6.0,48.78,3.0,64.1
Coolaroo,3048,Hume,25.0,38.0,49.0,54.0,49.0,49.0,36.0,50.0,27.0,37.0,47.81,3.0,89.66
Eltham North,3095,Nillumbik,2.0,2.0,5.0,11.0,5.0,4.0,8.0,14.0,11.0,3.0,47.62,3.0,67.52
Indented Head,3223,Greater Geelong,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,47.62,3.0,124.36
Inglewood,3517,Loddon,2.0,3.0,4.0,1.0,3.0,9.0,1.0,6.0,3.0,3.0,47.62,3.0,165.94
Allansford,3277,Warrnambool,2.0,0.0,2.0,1.0,2.0,9.0,16.0,3.0,7.0,3.0,47.62,3.0,102.9
Roxburgh Park,3064,Hume,49.0,87.0,90.0,75.0,82.0,68.0,99.0,60.0,68.0,72.0,46.84,3.0,76.71
Dimboola,3414,Hindmarsh,9.0,4.0,7.0,8.0,14.0,18.0,8.0,5.0,0.0,13.0,43.96,3.0,183.71
North Wonthaggi,3995,Bass Coast,7.0,5.0,11.0,20.0,11.0,18.0,7.0,5.0,15.0,10.0,42.25,3.0,188.7
Dingley Village,3172,Kingston,12.0,29.0,30.0,41.0,26.0,20.0,19.0,22.0,12.0,17.0,41.32,3.0,122.22
Glen Waverley,3150,Monash,66.0,76.0,70.0,73.0,79.0,68.0,97.0,96.0,116.0,92.0,39.33,3.0,102.45
Narre Warren South,3805,Casey,26.0,38.0,126.0,46.0,51.0,59.0,59.0,63.0,37.0,36.0,38.31,3.0,96.71
Cranbourne North,3977,Casey,37.0,64.0,44.0,41.0,50.0,78.0,83.0,67.0,79.0,51.0,37.74,3.0,93.24
Caroline Springs,3023,Melton,56.0,62.0,80.0,78.0,71.0,51.0,96.0,63.0,75.0,77.0,37.43,3.0,68.05
Soldiers Hill,3350,Ballarat,16.0,24.0,38.0,31.0,19.0,22.0,22.0,17.0,2.0,22.0,37.27,3.0,131.45
Wodonga,3690,Wodonga,136.0,167.0,211.0,170.0,163.0,232.0,185.0,176.0,121.0,186.0,36.74,3.0,73.45
St Albans,3021,Brimbank,213.0,197.0,259.0,307.0,271.0,295.0,266.0,250.0,217.0,291.0,36.6,3.0,100.71
Capel Sound,3940,Mornington Peninsula,25.0,31.0,29.0,47.0,37.0,25.0,39.0,26.0,36.0,34.0,35.86,3.0,142.86
Heathcote,3523,Greater Bendigo,14.0,21.0,10.0,8.0,11.0,10.0,12.0,20.0,11.0,19.0,35.46,3.0,119.78
Laverton,3028,Hobsons Bay,48.0,77.0,107.0,50.0,48.0,65.0,23.0,26.0,36.0,65.0,35.34,3.0,86.92
Airport West,3042,Moonee Valley,43.0,83.0,75.0,62.0,43.0,36.0,39.0,43.0,40.0,58.0,34.8,3.0,72.84
North Bendigo,3550,Greater Bendigo,32.0,21.0,30.0,11.0,13.0,14.0,34.0,25.0,30.0,43.0,34.27,3.0,91.88
Rye,3941,Mornington Peninsula,32.0,46.0,57.0,39.0,65.0,48.0,69.0,67.0,39.0,43.0,34.27,3.0,188.24
Portarlington,3223,Greater Geelong,6.0,30.0,7.0,9.0,7.0,12.0,13.0,9.0,10.0,8.0,32.79,3.0,144.62
Thornbury,3071,Darebin,64.0,45.0,57.0,74.0,77.0,58.0,63.0,63.0,40.0,85.0,32.76,3.0,100.62
Mount Waverley,3149,Monash,37.0,41.0,52.0,73.0,66.0,43.0,79.0,42.0,57.0,49.0,32.35,3.0,84.15
Traralgon East,3844,Latrobe,3.0,5.0,3.0,1.0,3.0,3.0,14.0,20.0,12.0,4.0,32.26,3.0,36.21
Cranbourne,3977,Casey,125.0,142.0,158.0,167.0,190.0,140.0,136.0,219.0,143.0,165.0,31.97,3.0,112.7
Braybrook,3019,Maribyrnong,67.0,91.0,143.0,102.0,61.0,71.0,126.0,116.0,77.0,88.0,31.3,3.0,98.11
Lalor,3075,Whittlesea,72.0,66.0,71.0,68.0,68.0,80.0,96.0,83.0,75.0,94.0,30.51,3.0,98.9
Wyndham Vale,3024,Wyndham,36.0,40.0,49.0,46.0,53.0,60.0,42.0,42.0,55.0,47.0,30.47,3.0,99.65
Deer Park,3023,Brimbank,66.0,100.0,118.0,90.0,84.0,81.0,109.0,121.0,106.0,86.0,30.26,3.0,86.21
Morwell,3840,Latrobe,241.0,225.0,302.0,294.0,369.0,341.0,360.0,357.0,281.0,311.0,29.03,3.0,96.88
Brunswick West,3055,Merri-bek,31.0,30.0,23.0,30.0,27.0,27.0,33.0,37.0,32.0,40.0,28.94,3.0,71.14
Hawthorn East,3123,Boroondara,14.0,17.0,21.0,19.0,21.0,19.0,14.0,23.0,37.0,18.0,28.37,3.0,43.61
Seabrook,3028,Hobsons Bay,7.0,8.0,12.0,21.0,28.0,10.0,3.0,5.0,6.0,9.0,28.17,3.0,84.62
Hoppers Crossing,3029,Wyndham,183.0,149.0,220.0,172.0,200.0,146.0,144.0,147.0,137.0,233.0,27.31,3.0,92.85
Coleraine,3315,Southern Grampians,4.0,9.0,7.0,15.0,1.0,6.0,2.0,3.0,0.0,5.0,24.39,3.0,153.39
Beaufort,3373,Pyrenees,4.0,9.0,3.0,9.0,14.0,2.0,12.0,18.0,3.0,5.0,24.39,3.0,104.3
Blackburn,3130,Whitehorse,30.0,37.0,39.0,46.0,33.0,32.0,32.0,18.0,27.0,37.0,23.26,3.0,114.47
Wallan,3756,Mitchell,43.0,63.0,73.0,97.0,96.0,89.0,74.0,74.0,43.0,53.0,23.2,3.0,83.02
Macleod,3085,Banyule,13.0,22.0,36.0,15.0,9.0,22.0,16.0,13.0,22.0,16.0,22.9,3.0,145.56
Wantirna South,3152,Knox,71.0,74.0,89.0,157.0,126.0,131.0,98.0,99.0,85.0,87.0,22.5,3.0,130.74
Doncaster,3108,Manningham,58.0,38.0,66.0,55.0,65.0,44.0,58.0,55.0,88.0,71.0,22.38,3.0,85.0
Greensborough,3088,Banyule,57.0,65.0,67.0,72.0,47.0,56.0,64.0,60.0,64.0,69.0,21.02,3.0,83.52
Gladstone Park,3043,Hume,20.0,9.0,42.0,14.0,11.0,10.0,36.0,28.0,10.0,24.0,19.9,3.0,89.81
Noble Park North,3174,Greater Dandenong,20.0,17.0,53.0,53.0,22.0,21.0,33.0,30.0,13.0,24.0,19.9,3.0,106.27
Kennington,3550,Greater Bendigo,15.0,18.0,23.0,18.0,13.0,26.0,12.0,32.0,12.0,18.0,19.87,3.0,69.27
Terang,3264,Corangamite,5.0,16.0,20.0,13.0,23.0,24.0,8.0,9.0,14.0,6.0,19.61,3.0,104.33
Thomastown,3074,Whittlesea,94.0,134.0,103.0,96.0,99.0,126.0,134.0,122.0,105.0,112.0,19.13,3.0,90.26
Benalla,3672,Benalla,102.0,76.0,60.0,63.0,96.0,95.0,87.0,116.0,120.0,121.0,18.61,3.0,82.02
West Footscray,3012,Maribyrnong,22.0,28.0,35.0,27.0,32.0,24.0,45.0,28.0,35.0,26.0,18.1,3.0,98.92
Princes Hill,3054,Yarra,11.0,7.0,9.0,9.0,8.0,7.0,2.0,2.0,7.0,13.0,18.02,3.0,30.09
Wheelers Hill,3150,Monash,17.0,22.0,18.0,20.0,11.0,22.0,33.0,21.0,26.0,20.0,17.54,3.0,97.03
Ferntree Gully,3156,Knox,75.0,89.0,91.0,112.0,97.0,89.0,67.0,142.0,72.0,87.0,15.98,3.0,99.56
Greenvale,3059,Hume,25.0,16.0,18.0,22.0,44.0,49.0,27.0,42.0,25.0,29.0,15.94,3.0,49.09
Ivanhoe,3079,Banyule,32.0,35.0,27.0,29.0,44.0,44.0,28.0,18.0,32.0,37.0,15.58,3.0,75.23
Kangaroo Flat,3555,Greater Bendigo,65.0,62.0,67.0,107.0,83.0,82.0,64.0,63.0,89.0,75.0,15.36,3.0,86.32
Rosebud,3939,Mornington Peninsula,84.0,126.0,195.0,122.0,142.0,122.0,116.0,156.0,131.0,96.0,14.27,3.0,126.84
Aspendale,3195,Kingston,14.0,28.0,33.0,21.0,7.0,28.0,29.0,17.0,26.0,16.0,14.18,3.0,117.74
Sorrento,3943,Mornington Peninsula,14.0,31.0,6.0,16.0,25.0,9.0,4.0,9.0,20.0,16.0,14.18,3.0,215.13
Carlton,3053,Melbourne,111.0,132.0,143.0,127.0,99.0,104.0,98.0,119.0,121.0,126.0,13.5,3.0,59.6
Darley,3340,Moorabool,15.0,15.0,13.0,6.0,17.0,8.0,18.0,30.0,12.0,17.0,13.25,3.0,107.26
Yarram,3971,Wellington,23.0,10.0,8.0,17.0,15.0,20.0,24.0,11.0,18.0,26.0,12.99,3.0,138.16
Yarragon,3823,Baw Baw,8.0,8.0,5.0,6.0,8.0,11.0,4.0,11.0,69.0,9.0,12.35,3.0,130.62
Clayton,3168,Monash,90.0,52.0,97.0,66.0,98.0,84.0,97.0,80.0,55.0,101.0,12.21,3.0,67.83
Healesville,3777,Yarra Ranges,17.0,29.0,41.0,18.0,36.0,14.0,13.0,25.0,20.0,19.0,11.7,3.0,107.52
Rutherglen,3685,Indigo,17.0,22.0,16.0,7.0,30.0,5.0,8.0,16.0,10.0,19.0,11.7,3.0,111.21
Sunshine North,3020,Brimbank,86.0,112.0,139.0,90.0,69.0,65.0,65.0,63.0,60.0,95.0,10.45,3.0,83.62
Narre Warren,3805,Casey,145.0,152.0,217.0,163.0,195.0,146.0,237.0,146.0,123.0,160.0,10.34,3.0,107.57
Ocean Grove,3226,Greater Geelong,20.0,27.0,20.0,13.0,36.0,11.0,13.0,24.0,19.0,22.0,9.95,3.0,145.1
Barwon Heads,3227,Greater Geelong,10.0,14.0,16.0,4.0,1.0,5.0,16.0,7.0,7.0,11.0,9.9,3.0,124.58
Clifton Springs,3222,Greater Geelong,10.0,7.0,3.0,6.0,4.0,4.0,5.0,13.0,7.0,11.0,9.9,3.0,120.24
Sunshine West,3020,Brimbank,61.0,57.0,75.0,56.0,48.0,53.0,63.0,89.0,45.0,67.0,9.82,3.0,102.86
Sebastopol,3356,Ballarat,51.0,61.0,49.0,71.0,68.0,69.0,51.0,37.0,41.0,56.0,9.78,3.0,88.84
Mordialloc,3195,Kingston,72.0,69.0,43.0,52.0,57.0,71.0,91.0,69.0,58.0,78.0,8.32,3.0,66.18
Lynbrook,3975,Casey,12.0,10.0,16.0,22.0,22.0,24.0,12.0,45.0,18.0,13.0,8.26,3.0,87.21
Clayton South,3169,Kingston,51.0,38.0,48.0,65.0,38.0,76.0,56.0,48.0,37.0,55.0,7.83,3.0,97.61
Hampton,3188,Bayside,26.0,33.0,36.0,37.0,39.0,22.0,38.0,28.0,17.0,28.0,7.66,3.0,59.06
Beechworth,3747,Indigo,13.0,15.0,15.0,5.0,9.0,6.0,6.0,11.0,9.0,14.0,7.63,3.0,118.64
Whittlesea,3757,Whittlesea,13.0,15.0,20.0,27.0,17.0,15.0,49.0,18.0,51.0,14.0,7.63,3.0,112.67
Drouin,3818,Baw Baw,79.0,86.0,121.0,48.0,55.0,62.0,68.0,114.0,71.0,85.0,7.59,3.0,107.33
Spotswood,3015,Hobsons Bay,14.0,11.0,16.0,15.0,20.0,21.0,8.0,2.0,8.0,15.0,7.09,3.0,102.94
Glen Iris,3146,Boroondara,31.0,17.0,33.0,38.0,29.0,30.0,23.0,22.0,32.0,33.0,6.43,3.0,64.12
Brooklyn,3012,Hobsons Bay,16.0,27.0,35.0,14.0,44.0,8.0,19.0,17.0,14.0,17.0,6.21,3.0,52.49
Altona North,3025,Hobsons Bay,50.0,86.0,88.0,62.0,57.0,49.0,71.0,30.0,40.0,53.0,5.99,3.0,80.39
Cobram,3644,Moira,34.0,48.0,56.0,32.0,53.0,48.0,53.0,44.0,64.0,36.0,5.87,3.0,72.02
Preston,3072,Darebin,232.0,271.0,300.0,400.0,259.0,289.0,241.0,263.0,177.0,245.0,5.6,3.0,98.02
Newborough,3825,Latrobe,36.0,49.0,65.0,66.0,29.0,43.0,48.0,59.0,58.0,38.0,5.54,3.0,93.66
Caulfield North,3161,Glen Eira,20.0,22.0,28.0,34.0,34.0,34.0,20.0,21.0,30.0,21.0,4.98,3.0,94.7
Abbotsford,3067,Yarra,68.0,86.0,81.0,59.0,69.0,84.0,114.0,89.0,78.0,71.0,4.41,3.0,91.48
South Morang,3752,Whittlesea,58.0,44.0,38.0,44.0,40.0,54.0,53.0,59.0,60.0,60.0,3.44,3.0,81.93
Hastings,3915,Mornington Peninsula,68.0,107.0,100.0,113.0,92.0,76.0,85.0,70.0,83.0,70.0,2.94,3.0,112.46
Ashburton,3147,Boroondara,35.0,22.0,6.0,27.0,17.0,30.0,24.0,19.0,39.0,36.0,2.85,3.0,122.5
Wendouree,3350,Ballarat,104.0,115.0,92.0,110.0,99.0,87.0,72.0,84.0,59.0,106.0,1.92,3.0,103.7
Hampton Park,3976,Casey,55.0,63.0,55.0,85.0,87.0,82.0,86.0,62.0,66.0,56.0,1.81,3.0,100.0
Bairnsdale,3875,East Gippsland,117.0,148.0,163.0,138.0,149.0,131.0,136.0,129.0,110.0,119.0,1.71,3.0,80.85
Craigieburn,3064,Hume,119.0,134.0,135.0,198.0,190.0,134.0,124.0,175.0,163.0,121.0,1.68,3.0,85.56
Springvale,3171,Greater Dandenong,162.0,161.0,161.0,132.0,142.0,182.0,200.0,157.0,148.0,164.0,1.23,3.0,104.87
Colac,3250,Colac-Otway,103.0,143.0,125.0,134.0,89.0,85.0,103.0,101.0,58.0,104.0,0.97,3.0,128.48
South Yarra,3141,Stonnington,176.0,150.0,182.0,194.0,166.0,158.0,144.0,145.0,146.0,177.0,0.57,3.0,22.0
Werribee,3030,Wyndham,294.0,276.0,293.0,268.0,291.0,298.0,279.0,309.0,334.0,295.0,0.34,3.0,100.81
Macs Cove,3723,Mansfield,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,134.63
Kilcunda,3995,Bass Coast,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,3.0,116.0
Metung,3904,East Gippsland,1.0,5.0,2.0,0.0,1.0,6.0,8.0,3.0,2.0,1.0,0.0,3.0,85.19
Malmsbury,3446,Macedon Ranges,2.0,6.0,2.0,1.0,7.0,8.0,10.0,6.0,4.0,2.0,0.0,3.0,154.7
Skipton,3361,Corangamite,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,127.42
Lucas,3350,Ballarat,0.0,0.0,1.0,4.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,95.83
Marengo,3233,Colac-Otway,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,130.0
Maribyrnong,3032,Maribyrnong,73.0,32.0,42.0,79.0,55.0,63.0,81.0,118.0,61.0,73.0,0.0,3.0,57.56
Marlo,3888,East Gippsland,5.0,8.0,5.0,5.0,2.0,2.0,6.0,1.0,1.0,5.0,0.0,3.0,96.61
Boort,3537,Loddon,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,36.51
Silverleaves,3922,Bass Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,332.09
Cape Schanck,3939,Mornington Peninsula,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,53.63
Lockington,3563,Campaspe,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,3.0,100.0
Cape Paterson,3995,Bass Coast,0.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,181.31
Lake Gardens,3355,Ballarat,1.0,0.0,6.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,69.66
Lake Tyers Beach,3909,East Gippsland,0.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,207.41
Mount Egerton,3352,Moorabool,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,80.0
Montrose,3765,Yarra Ranges,6.0,12.0,22.0,13.0,33.0,15.0,15.0,22.0,16.0,6.0,0.0,3.0,108.99
Montmorency,3094,Banyule,22.0,5.0,10.0,9.0,18.0,6.0,3.0,28.0,12.0,22.0,0.0,3.0,106.14
Aberfeldie,3040,Moonee Valley,2.0,1.0,1.0,12.0,3.0,5.0,10.0,2.0,4.0,2.0,0.0,3.0,66.23
Waterways,3195,Kingston,1.0,2.0,10.0,5.0,19.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,90.48
Kingsville,3012,Maribyrnong,3.0,6.0,5.0,4.0,7.0,12.0,1.0,18.0,6.0,3.0,0.0,3.0,85.83
Selby,3159,Yarra Ranges,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,95.24
Lindenow,3865,East Gippsland,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,126.25
Bundalong,3730,Moira,4.0,3.0,1.0,7.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,3.0,907.41
Millgrove,3799,Yarra Ranges,1.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,3.0,155.51
South Dudley,3995,Bass Coast,2.0,1.0,2.0,2.0,6.0,1.0,2.0,9.0,1.0,2.0,0.0,3.0,171.88
Sawmill Settlement,3723,Mansfield,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,118.15
Wonga Park,3115,Manningham,2.0,5.0,6.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,109.04
Point Lonsdale,3225,Queenscliffe,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,112.14
Nar Nar Goon,3812,Cardinia,0.0,7.0,6.0,3.0,6.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,87.14
Hepburn Springs,3461,Hepburn,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,150.0
Hepburn,3461,Hepburn,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,131.96
Pyramid Hill,3575,Loddon,0.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,77.78
Walkerville,3956,South Gippsland,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,103.23
Peterborough,3270,Moyne,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,112.17
Derrinallum,3325,Corangamite,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,200.0
Portland North,3305,Glenelg,1.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,7.0,1.0,0.0,3.0,-1.67
Porepunkah,3740,Alpine,2.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,6.0,2.0,0.0,3.0,201.87
Oak Park,3046,Merri-bek,16.0,8.0,8.0,21.0,15.0,4.0,8.0,11.0,6.0,16.0,0.0,3.0,146.75
Gowanbrae,3043,Merri-bek,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,4.0,1.0,0.0,3.0,63.83
Edenhope,3318,West Wimmera,1.0,0.0,3.0,4.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,3.0,0.94
The Honeysuckles,3851,Wellington,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,134.81
Edithvale,3196,Kingston,14.0,18.0,30.0,32.0,8.0,13.0,7.0,8.0,10.0,14.0,0.0,3.0,118.94
Flinders,3929,Mornington Peninsula,0.0,0.0,2.0,0.0,0.0,1.0,2.0,8.0,4.0,0.0,0.0,3.0,402.61
Olinda,3788,Yarra Ranges,3.0,11.0,5.0,16.0,0.0,2.0,7.0,8.0,7.0,3.0,0.0,3.0,89.21
Paradise Beach,3851,Wellington,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,149.24
Tawonga South,3698,Alpine,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,202.51
Strathmore Heights,3041,Moonee Valley,1.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,83.17
Meeniyan,3956,South Gippsland,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,291.96
Sailors Gully,3556,Greater Bendigo,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,85.77
Caulfield South,3162,Glen Eira,14.0,12.0,23.0,21.0,17.0,18.0,30.0,18.0,19.0,14.0,0.0,3.0,71.43
Yarrawonga,3730,Moira,32.0,28.0,37.0,33.0,39.0,22.0,52.0,23.0,38.0,32.0,0.0,3.0,129.75
Natimuk,3409,Horsham,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,65.66
Fairhaven,3231,Surf Coast,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,246.75
Donald,3480,Buloke,4.0,19.0,6.0,1.0,4.0,0.0,2.0,5.0,2.0,4.0,0.0,3.0,60.71
Albanvale,3021,Brimbank,18.0,28.0,20.0,22.0,15.0,13.0,19.0,27.0,20.0,18.0,0.0,3.0,93.29
Junortoun,3551,Greater Bendigo,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,85.82
Sandy Point,3959,South Gippsland,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,132.62
Hurstbridge,3099,Nillumbik,5.0,0.0,9.0,7.0,6.0,5.0,8.0,6.0,13.0,5.0,0.0,3.0,188.38
Jamieson,3723,Mansfield,1.0,4.0,7.0,1.0,5.0,30.0,3.0,2.0,14.0,1.0,0.0,3.0,234.63
Fingal,3939,Mornington Peninsula,1.0,2.0,7.0,4.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0,146.13
San Remo,3925,Bass Coast,6.0,11.0,7.0,5.0,11.0,2.0,8.0,3.0,3.0,6.0,0.0,3.0,121.34
Sale,3852,Wellington,146.0,199.0,244.0,218.0,161.0,207.0,182.0,147.0,165.0,146.0,0.0,3.0,77.59
Dunolly,3472,Central Goldfields,3.0,1.0,8.0,10.0,10.0,5.0,2.0,5.0,9.0,3.0,0.0,3.0,129.59
Geelong,3219,Greater Geelong,720.0,773.0,629.0,435.0,433.0,455.0,432.0,270.0,332.0,717.0,-0.42,3.0,70.0
Windsor,3181,Stonnington,119.0,90.0,91.0,100.0,107.0,123.0,80.0,100.0,84.0,118.0,-0.84,2.0,123.11
Heidelberg West,3081,Banyule,66.0,91.0,72.0,60.0,74.0,74.0,85.0,103.0,82.0,65.0,-1.51,2.0,83.31
Epping,3076,Whittlesea,141.0,139.0,130.0,157.0,152.0,144.0,161.0,204.0,146.0,138.0,-2.13,2.0,91.0
Port Melbourne,3207,Port Phillip,84.0,108.0,101.0,80.0,96.0,142.0,68.0,120.0,91.0,82.0,-2.38,2.0,62.56
Fawkner,3060,Merri-bek,34.0,33.0,33.0,26.0,40.0,65.0,65.0,58.0,31.0,33.0,-2.93,2.0,98.78
Kings Park,3021,Brimbank,23.0,27.0,111.0,68.0,30.0,50.0,28.0,25.0,34.0,22.0,-4.33,2.0,106.35
Pakenham,3810,Cardinia,214.0,261.0,350.0,207.0,208.0,213.0,240.0,220.0,247.0,204.0,-4.67,2.0,95.52
Sydenham,3037,Brimbank,20.0,13.0,22.0,24.0,29.0,25.0,17.0,26.0,24.0,19.0,-4.98,2.0,58.82
Pascoe Vale South,3044,Merri-bek,19.0,14.0,12.0,33.0,15.0,20.0,16.0,15.0,13.0,18.0,-5.24,2.0,72.89
Strathmore,3041,Moonee Valley,15.0,17.0,14.0,15.0,17.0,17.0,13.0,18.0,7.0,14.0,-6.62,2.0,62.24
Brighton,3186,Bayside,70.0,74.0,65.0,64.0,67.0,55.0,34.0,21.0,33.0,65.0,-7.13,2.0,63.0
Bentleigh,3204,Glen Eira,24.0,41.0,51.0,58.0,52.0,52.0,27.0,32.0,31.0,22.0,-8.3,2.0,86.67
Box Hill South,3128,Whitehorse,11.0,6.0,19.0,9.0,9.0,8.0,5.0,4.0,8.0,10.0,-9.01,2.0,84.46
Kilmore,3764,Mitchell,33.0,20.0,53.0,81.0,37.0,56.0,19.0,42.0,15.0,30.0,-9.06,2.0,88.4
Geelong West,3218,Greater Geelong,32.0,41.0,31.0,31.0,30.0,39.0,54.0,42.0,35.0,29.0,-9.35,2.0,150.0
Kerang,3579,Gannawarra,61.0,48.0,34.0,36.0,23.0,34.0,46.0,57.0,32.0,55.0,-9.82,2.0,75.99
Williamstown North,3016,Hobsons Bay,10.0,17.0,5.0,23.0,9.0,9.0,8.0,5.0,26.0,9.0,-9.9,2.0,109.64
Leopold,3224,Greater Geelong,19.0,9.0,9.0,17.0,16.0,25.0,19.0,27.0,19.0,17.0,-10.47,2.0,94.44
Avondale Heights,3034,Moonee Valley,19.0,23.0,15.0,21.0,33.0,19.0,12.0,19.0,17.0,17.0,-10.47,2.0,85.92
Pascoe Vale,3044,Merri-bek,65.0,51.0,29.0,43.0,31.0,52.0,33.0,29.0,40.0,58.0,-10.75,2.0,89.22
Nagambie,3608,Strathbogie,9.0,10.0,2.0,13.0,2.0,5.0,17.0,11.0,10.0,8.0,-10.99,2.0,124.0
Melton,3337,Melton,136.0,126.0,162.0,183.0,77.0,138.0,191.0,150.0,98.0,121.0,-11.02,2.0,102.45
Brunswick East,3057,Merri-bek,27.0,27.0,32.0,25.0,44.0,31.0,40.0,33.0,16.0,24.0,-11.07,2.0,77.31
Malvern,3144,Stonnington,35.0,44.0,36.0,30.0,26.0,29.0,25.0,22.0,24.0,31.0,-11.4,2.0,63.08
Kew,3101,Boroondara,70.0,79.0,70.0,59.0,38.0,39.0,24.0,49.0,49.0,62.0,-11.41,2.0,31.35
Bonbeach,3196,Kingston,17.0,12.0,23.0,39.0,37.0,13.0,33.0,19.0,10.0,15.0,-11.7,2.0,105.34
Trafalgar,3824,Baw Baw,17.0,10.0,8.0,18.0,15.0,14.0,19.0,13.0,16.0,15.0,-11.7,2.0,89.05
Canterbury,3126,Boroondara,8.0,9.0,11.0,10.0,8.0,9.0,3.0,9.0,5.0,7.0,-12.35,2.0,63.08
St Albans Park,3219,Greater Geelong,8.0,20.0,9.0,13.0,12.0,5.0,14.0,14.0,21.0,7.0,-12.35,2.0,85.82
Shepparton,3630,Greater Shepparton,483.0,476.0,389.0,466.0,577.0,499.0,417.0,351.0,329.0,423.0,-12.42,2.0,63.97
Carlton North,3054,Yarra,16.0,28.0,14.0,16.0,14.0,16.0,6.0,7.0,12.0,14.0,-12.42,2.0,84.17
